,Participant,Block,Condition,Trial,RT,Correct,Orientation,Agegr,Sacstart,Sacend,Sacduration,Xstart,Ystart,Xend,Yend,Amplitude,Velocity
5668,7,39,dA,68,1.076,0,0,Young,865,974,110,1116.8,864.9,908.8,136,18.07,377
5669,7,39,dA,69,0.861,1,0,Young,213,254,42,992.4,558.4,948.3,333.2,5.7,312
5670,7,39,dA,70,0.682,0,0,Young,384,413,30,957.8,350.2,916.9,153.8,5.09,358
5671,7,39,dA,71,0.78,1,0,Young,527,600,74,923.4,138.9,999.3,713.6,14.31,506
5672,7,39,dA,72,0.513,0,0,Young,665,741,77,996.4,723.7,945.6,189.2,13.25,448
5673,7,39,dA,73,0.787,1,0,Young,972,1000,29,938.9,192.4,958.9,99.4,2.43,167
5674,7,39,dA,74,1.371,1,0,Young,-28,37,66,868.4,758.2,361.5,1249.5,13.62,379
5675,7,39,dA,75,2.432,0,0,Young,266,330,65,356.5,1255.2,773.5,717.6,13.59,638
5676,7,39,dA,76,2.106,0,0,Young,421,495,75,781.7,699.1,847.1,192.8,12.6,643
5677,7,39,dA,77,1.448,0,0,Young,652,757,106,851.8,198.5,940,912.6,17.26,378
5678,7,39,dA,78,0.796,1,0,Young,850,923,74,933.7,877.7,863.9,178.7,16.95,823
5679,7,39,dA,79,3.182,0,0,Young,378,405,28,919.6,398.8,856.7,272.3,3.43,236
5680,7,39,dA,80,1.175,0,0,Young,467,523,57,870.1,296.5,1049.5,731.1,11.18,287
5681,7,40,dV,65,2.668,0,1,Young,602,664,63,1041.9,714.9,907.8,301.2,10.49,523
5682,7,40,dV,66,0.761,1,3,Young,-47,166,214,920.7,668.3,864,646.1,1.16,495
5683,7,40,dV,67,0.968,1,4,Young,352,418,67,921.6,609.5,967,223.5,9.71,556
5684,7,40,dV,68,0.555,1,1,Young,519,591,73,971.9,244.5,1015.5,561.6,8.02,322
5685,7,40,dV,69,2.006,1,3,Young,780,845,66,1000.8,538.7,958.2,145,9.99,593
5686,7,40,dV,70,0.722,1,1,Young,16,25,10,856,121.3,860.6,106,0.4,50
5687,7,40,dV,71,2.4,1,2,Young,298,315,18,868.5,103.8,916.8,131.6,1.16,98
5688,7,40,dV,72,0.572,1,4,Young,522,566,45,914,142.7,917.8,430.6,7.34,268
5689,7,40,dV,73,2.011,0,2,Young,678,706,29,919.1,429.2,902.2,325.3,2.65,201
5690,7,40,dV,74,2.946,1,3,Young,950,973,24,918.5,358.6,844,298.2,2.07,136
5691,7,40,dV,75,0.711,1,1,Young,-29,265,295,883,652.6,852.2,694.7,1.15,440
5692,7,40,dV,76,1.763,0,1,Young,429,493,65,869.5,731.8,803.3,214.8,12.81,633
5693,7,40,dV,77,4.002,0,3,Young,705,837,133,793.5,194.4,852.1,1055.7,20.25,312
5694,7,40,dV,78,2.041,0,4,Young,885,976,92,860.4,1056,818.3,279.1,18.19,670
5695,7,40,dV,79,2.422,0,2,Young,282,328,47,921.6,446.7,865.4,205.6,6.22,445
5696,7,40,dV,80,1.464,1,1,Young,495,513,19,870.2,196.4,865.3,244.7,1.25,108
5697,7,41,A,81,0.952,0,0,Young,872,891,20,862.9,244,849.4,296.7,1.37,115
5698,7,41,A,82,1.542,0,0,Young,298,372,75,1029.1,995.4,840.2,294.1,16.92,964
5699,7,41,A,83,1.275,1,0,Young,476,509,34,847.8,299.5,825.8,222.1,2.03,260
5700,7,41,A,84,2.392,0,0,Young,-33,143,177,867.9,404.5,830.2,356.5,1.4,728
5701,7,41,A,85,3.532,0,0,Young,277,320,44,840.6,366.6,922.4,202.2,4.47,326
5702,7,41,A,86,2.003,0,0,Young,239,265,27,885.5,333.4,850.1,242,2.43,178
5703,7,41,A,87,1.439,0,0,Young,176,233,58,864.1,399.9,893.1,232.5,4.3,345
5704,7,41,A,88,0.714,1,0,Young,-40,155,196,945.5,417.5,877.2,321.5,2.75,509
5705,7,41,A,89,1.227,1,0,Young,290,329,40,891.3,336.5,912.7,218.7,3.05,262
5706,7,41,A,90,0.579,1,0,Young,311,339,29,863.3,396.8,898.5,237.8,4.11,343
5707,7,41,A,91,3.131,1,0,Young,813,871,59,915.7,249.3,1094,435.1,5.77,390
5708,7,41,A,92,0.905,1,0,Young,384,432,49,835.6,253.5,1038.7,461.1,6.47,372
5709,7,41,A,93,0.628,0,0,Young,644,698,55,1057,463.1,684.3,468.1,6.84,357
5710,7,41,A,94,1.611,1,0,Young,909,932,24,660.8,463.8,670.6,433.4,0.78,112
5711,7,41,A,95,0.754,1,0,Young,137,180,44,1317.3,266.4,854.3,277.6,8.58,493
5712,7,41,A,96,1.452,1,0,Young,386,413,28,854.5,278,888.9,197.5,2.17,158
5713,7,42,AdV,81,2.313,1,4,Young,264,290,27,867.5,351,877.3,214.1,3.51,306
5714,7,42,AdV,82,1.19,1,2,Young,-15,40,56,898.2,375.3,594.7,297.8,5.94,197
5715,7,42,AdV,83,1.263,1,3,Young,93,115,23,608.1,303,514.6,306.2,1.71,155
5716,7,42,AdV,84,0.841,0,3,Young,221,262,42,531,307.5,918.5,264.3,7.24,390
5717,7,42,AdV,85,1.035,1,3,Young,561,585,25,910.6,260.9,882.1,218.8,1.21,136
5718,7,42,AdV,86,0.8,1,3,Young,227,273,47,897.9,882.1,856.8,261.2,14.98,893
5719,7,42,AdV,87,1.852,0,2,Young,510,550,41,894.2,261.2,886.8,201.4,1.54,164
5720,7,42,AdV,88,2.561,1,4,Young,159,192,34,845.3,263.3,932.2,267.1,1.62,192
5721,7,42,AdV,89,0.713,1,1,Young,302,347,46,952.6,409.4,1000.2,224.5,4.8,384
5722,7,42,AdV,90,1.376,1,1,Young,714,772,59,1010.7,222.5,1029,497.2,6.97,263
5723,7,42,AdV,91,0.787,1,2,Young,361,602,242,1865.2,912.6,1040.6,609.5,15.77,516
5724,7,42,AdV,92,0.741,1,4,Young,803,833,31,1039.1,582.6,825.4,604.6,3.92,194
5725,7,42,AdV,93,0.555,1,3,Young,969,1016,48,805,623.6,863,235.5,9.75,497
5726,7,42,AdV,94,0.74,1,2,Young,266,289,24,837.1,445.7,957.1,424.9,2.28,210
5727,7,42,AdV,95,2.27,0,2,Young,738,794,57,961.3,448.4,965.3,234.5,5.44,395
5728,7,42,AdV,96,0.694,0,3,Young,91,116,26,959.6,558.2,869.8,408.1,4.09,291
5729,7,43,V,81,1.126,0,0,Young,471,504,34,879.4,402,881.4,177.7,5.72,346
5730,7,43,V,82,0.718,0,0,Young,673,767,95,880.4,193.6,918.7,974.5,18.61,367
5731,7,43,V,83,2.605,0,0,Young,946,1022,77,929.6,953.6,893,459.4,11.67,556
5732,7,43,V,84,1.431,1,0,Young,29,275,247,1004.4,437.5,949.1,563.7,3.3,684
5733,7,43,V,85,1.864,0,0,Young,437,489,53,946.3,565.3,865.9,237.2,8.39,457
5734,7,43,V,86,0.752,1,0,Young,683,733,51,874.7,232.5,931.2,596.6,9.18,331
5735,7,43,V,87,1.724,0,0,Young,879,926,48,937,615.1,893,268.2,8.7,597
5736,7,43,V,88,0.727,0,0,Young,-21,2,24,817.9,897.4,710.5,902.2,1.88,148
5737,7,43,V,89,2.426,1,0,Young,216,269,54,713.4,911.8,881.3,624.8,7.34,531
5738,7,43,V,90,0.75,1,0,Young,378,447,70,886.4,617.3,875.8,288.5,8.2,415
5739,7,43,V,91,4.059,0,0,Young,611,673,63,884.4,308.5,979.6,837.8,12.95,465
5740,7,43,V,92,1.166,0,0,Young,829,882,54,984,825.4,901.9,250.6,14.08,663
5741,7,43,V,93,0.611,1,0,Young,69,126,58,950.6,888.5,884,572.7,7.55,457
5742,7,43,V,94,1.038,1,0,Young,310,372,63,887.4,560.5,839.6,220.4,8.6,561
5743,7,43,V,95,0.97,1,0,Young,579,668,90,844.1,226.7,887.7,739.1,12.65,260
5744,7,43,V,96,3.115,0,0,Young,755,806,52,885.7,739.8,843.9,262.4,11.77,681
5745,7,44,dAV,81,1.115,1,0,Young,220,270,51,886.8,716.2,847.5,523.6,4.73,307
5746,7,44,dAV,82,0.673,0,0,Young,354,406,53,859.1,526.5,862.5,225.7,7.59,523
5747,7,44,dAV,83,1.416,1,0,Young,619,762,144,855.8,234.4,962.8,1039.8,19.02,341
5748,7,44,dAV,84,0.919,1,0,Young,871,959,89,967.3,975.7,869.3,219.4,18.09,745
5749,7,44,dAV,85,0.681,1,0,Young,347,382,36,828.8,271.7,852.5,557.4,7.19,414
5750,7,44,dAV,86,2.216,1,0,Young,592,625,34,861.6,549.9,864.9,210.3,8.57,553
5751,7,44,dAV,87,0.675,1,0,Young,864,954,91,887.7,212.8,912.6,709.6,12.31,303
5752,7,44,dAV,88,0.562,1,0,Young,379,419,41,863.4,254.7,963.7,414.7,4.48,223
5753,7,44,dAV,89,0.867,0,0,Young,618,658,41,957.9,426.3,899.8,150.8,7.11,399
5754,7,44,dAV,90,0.688,1,0,Young,856,960,105,921.4,194.9,976.9,775.2,14.28,262
5755,7,44,dAV,91,0.505,1,0,Young,559,602,44,942.2,245.7,881.4,374.3,3.47,198
5756,7,44,dAV,92,0.518,1,0,Young,785,852,68,878,375.6,918.7,628.1,6.31,275
5757,7,44,dAV,93,0.787,1,0,Young,919,951,33,922.3,629.6,896.1,260.4,9.22,615
5758,7,44,dAV,94,0.642,1,0,Young,321,361,41,801.8,631,941.3,865.2,6.05,342
5759,7,44,dAV,95,1.018,0,0,Young,772,800,29,940.3,860,1023.5,632.4,5.56,445
5760,7,44,dAV,96,0.58,1,0,Young,922,963,42,1020.2,640.9,958.2,256.9,9.64,599
5761,7,45,AV,81,0.577,1,0,Young,387,453,67,924.7,234.2,901.4,523.2,7.31,179
5762,7,45,AV,82,1.367,0,0,Young,492,594,103,930.6,612.1,885.9,265.5,8.7,170
5763,7,45,AV,83,2.35,1,0,Young,835,906,72,879.6,298.1,902.6,457,4.05,213
5764,7,45,AV,84,3.711,0,0,Young,931,981,51,901.3,461.1,865.3,187.7,6.98,273
5765,7,45,AV,85,2.119,0,0,Young,211,237,27,1069.7,539.6,965.8,460.3,2.74,238
5766,7,45,AV,86,0.63,1,0,Young,376,420,45,975.1,481.2,944.3,328.2,3.91,368
5767,7,45,AV,87,7.075,0,0,Young,621,666,46,942.6,331.9,937.3,168.8,4.19,354
5768,7,45,AV,88,0.406,1,0,Young,774,862,89,937.8,186.6,1057.4,916.6,17.68,385
5769,7,45,AV,89,3.224,0,0,Young,411,517,107,916.5,263.2,935,852.5,14.27,212
5770,7,45,AV,90,1.213,0,0,Young,575,623,49,929.4,864.1,938.8,1016.2,3.4,181
5771,7,45,AV,91,4.267,0,0,Young,754,819,66,944.8,997.1,929.6,354.2,15.17,788
5772,7,45,AV,92,0.587,1,0,Young,207,227,21,938.7,245.5,875.7,294.7,1.72,124
5773,7,45,AV,93,2.409,0,0,Young,468,697,230,868.9,299.5,906.1,266.8,1.09,707
5774,7,45,AV,94,2.731,0,0,Young,904,1195,292,914.3,276.8,871.3,169.3,2.88,287
5775,7,45,AV,95,0.551,0,0,Young,309,350,42,836.7,352.2,884.5,227.1,3.32,341
5776,7,45,AV,96,3.143,1,0,Young,417,485,69,887.5,220.2,925.3,889.3,16.18,474
5777,7,46,dV,81,0.856,1,3,Young,569,624,56,927.8,900,881.7,425.5,11.34,587
5778,7,46,dV,82,0.995,1,2,Young,754,783,30,891.1,439.8,898.4,225.6,5.45,377
5779,7,46,dV,83,0.758,0,3,Young,959,1068,110,901.7,242.1,940.7,843,14.6,293
5780,7,46,dV,84,1.68,0,4,Young,-93,174,268,890.8,764.6,948.2,950.8,4.38,442
5781,7,46,dV,85,0.637,1,2,Young,228,297,70,956.8,946.1,828.8,344.1,14.5,874
5782,7,46,dV,86,3.638,0,2,Young,424,459,36,827.7,347.3,791.2,275.8,1.95,191
5783,7,46,dV,87,1.034,1,4,Young,537,627,91,784.1,293.2,915.7,1094,18.75,518
5784,7,46,dV,88,0.792,0,3,Young,668,749,82,920.5,1089.4,838.7,340.8,17.41,666
5785,7,46,dV,89,0.704,0,4,Young,-26,157,184,911,590.6,839.2,580.3,1.33,468
5786,7,46,dV,90,2.009,0,4,Young,231,240,10,884.9,496.7,894.8,512.6,0.44,56
5787,7,46,dV,91,1.186,0,3,Young,367,428,62,895.9,511,880,201.1,7.85,545
5788,7,46,dV,92,1.565,1,4,Young,558,634,77,886,228.6,945,753.2,12.95,335
5789,7,46,dV,93,0.734,0,3,Young,742,818,77,945.3,739.3,905.2,284.7,11.21,516
5790,7,46,dV,94,2.482,0,2,Young,58,146,89,801.1,252.8,11.7,269.7,14.05,378
5791,7,46,dV,95,0.881,0,1,Young,255,328,74,2.1,277,858.9,391.9,15.46,559
5792,7,46,dV,96,3.93,0,4,Young,402,446,45,847.4,396.8,850,225.9,4.36,433
5793,7,47,dAdV,81,1.387,1,3,Young,695,858,164,876.1,213.4,1016.1,994.4,18.7,555
5794,7,47,dAdV,82,0.663,1,1,Young,978,1058,81,1012,996.4,905.9,224,18.42,787
5795,7,47,dAdV,83,0.548,1,3,Young,223,267,45,886,378.7,949.4,228,4.03,331
5796,7,47,dAdV,84,0.906,0,1,Young,512,596,85,954.9,221,1005,890.6,16.18,418
5797,7,47,dAdV,85,0.696,1,1,Young,677,753,77,993,889.3,935.9,234.9,15.82,800
5798,7,47,dAdV,86,0.789,1,3,Young,925,1056,132,953.3,246.4,1046.7,884.9,15.5,268
5799,7,47,dAdV,87,1.168,1,1,Young,181,246,66,933.4,612,862.5,223.4,9.81,544
5800,7,47,dAdV,88,0.964,1,3,Young,414,512,99,863.3,239.1,905.4,838,14.57,388
5801,7,47,dAdV,89,0.827,0,2,Young,605,680,76,918.4,838.3,869.7,208.8,15.34,896
5802,7,47,dAdV,90,0.728,1,2,Young,239,280,42,866.8,377.9,814.9,211.1,4.37,358
5803,7,47,dAdV,91,1.874,1,4,Young,437,501,65,820.5,206,940.9,816.5,15.07,429
5804,7,47,dAdV,92,0.652,0,2,Young,636,693,58,950.7,819.3,926.1,268,13.42,802
5805,7,47,dAdV,93,0.613,1,2,Young,901,1001,101,925.3,258.1,876.1,111.8,3.88,290
5806,7,47,dAdV,94,0.987,0,2,Young,97,164,68,2726.6,1070.3,2693.3,697.4,7.56,433
5807,7,47,dAdV,95,0.648,1,2,Young,237,325,89,2700.2,703.7,1163,634.4,24.14,840
5808,7,47,dAdV,96,0.765,1,3,Young,419,491,73,1178.5,640.7,847.2,234.3,11.81,694
5809,7,48,dA,81,0.557,1,0,Young,723,779,57,852.7,251,1032.8,615,9.69,358
5810,7,48,dA,82,0.774,0,0,Young,954,1006,53,1035,612.7,1593.7,548.4,10.11,305
5811,7,48,dA,83,3.126,0,0,Young,382,420,39,952.2,641.8,778.8,238.3,10.55,612
5812,7,48,dA,84,0.643,0,0,Young,646,709,64,777.7,223.2,863.5,344,3.48,156
5813,7,48,dA,85,1.958,0,0,Young,854,906,53,881.1,359,774.4,214.6,4.19,350
5814,7,48,dA,86,0.644,1,0,Young,179,214,36,1226.5,436.1,855.7,255.3,8.25,591
5815,7,48,dA,87,2.943,0,0,Young,453,553,101,838.4,263.8,920.2,945.4,16.33,558
5816,7,48,dA,88,2.106,0,0,Young,664,729,66,935.2,933.6,813.4,249.8,16.51,711
5817,7,48,dA,89,1.28,0,0,Young,888,1010,123,808.2,241.7,1016.6,967,17.67,414
5818,7,48,dA,90,1.331,0,0,Young,297,346,50,796.8,210.9,901.8,358.7,4.25,255
5819,7,48,dA,91,0.726,0,0,Young,492,572,81,905.8,377.8,917.5,788.8,10,460
5820,7,48,dA,92,1.054,0,0,Young,835,927,93,937.2,797.7,973.9,134.5,16.27,512
5821,7,48,dA,93,0.906,1,0,Young,194,230,37,885,547.2,832.3,227.4,8.11,529
5822,7,48,dA,94,0.883,1,0,Young,447,535,89,838.4,231.2,869.6,911.8,16.35,374
5823,7,48,dA,95,0.665,0,0,Young,643,715,73,895.2,903.8,809.3,278.5,15.09,733
5824,7,48,dA,96,0.887,1,0,Young,951,975,25,815.1,284.9,863.8,207.5,2.18,201
5889,8,1,AdV,1,31.412,0,1,Young,-96,101,198,872.5,558.6,840.7,590.8,0.98,563
5890,8,1,AdV,2,15.279,0,2,Young,350,411,62,859.4,546.4,875.8,232.4,7.92,523
5891,8,1,AdV,3,3.938,1,2,Young,577,684,108,877.2,243.8,901.6,944.5,16.75,447
5892,8,1,AdV,4,1.984,1,3,Young,795,874,80,904.2,951.1,880.4,227.7,17.27,806
5893,8,1,AdV,5,2.925,1,4,Young,201,238,38,887.1,394.3,965.9,237.4,4.26,269
5894,8,1,AdV,6,9.229,1,3,Young,384,559,176,966.5,240.2,902.7,816.9,14.11,541
5895,8,1,AdV,7,2.194,1,2,Young,655,727,73,916,814.8,922,232.9,14.19,839
5896,8,1,AdV,8,9.719,1,2,Young,915,999,85,930.3,253.3,1092.4,721.2,11.93,399
5897,8,1,AdV,9,10.162,1,1,Young,240,305,66,1027.5,630.8,852.3,185.7,11.59,599
5898,8,1,AdV,10,4.035,1,2,Young,466,554,89,853.5,200.6,978.1,907.3,17.16,417
5899,8,1,AdV,11,29.605,0,4,Young,710,786,77,978.3,891.2,819.1,174.7,17.52,917
5900,8,1,AdV,12,13.813,0,4,Young,203,240,38,786.3,254.9,790.1,337.8,2.12,235
5901,8,1,AdV,13,5.279,0,3,Young,370,444,75,792.2,352.8,857.3,866.2,12.4,483
5902,8,1,AdV,14,22.309,0,2,Young,505,570,66,873.8,873.9,769.1,272.6,14.61,771
5903,8,1,AdV,15,1.561,1,4,Young,761,823,63,791.9,271.6,871.7,728,11.34,284
5904,8,1,AdV,16,5.761,1,4,Young,924,997,74,889.9,743.8,804.6,158.5,14.52,791
5905,8,2,dAV,1,20.935,1,0,Young,188,226,39,802.7,686.3,913.3,301.2,9.73,664
5906,8,2,dAV,2,3.552,0,0,Young,410,478,69,917.1,299,959.3,840.1,13.14,383
5907,8,2,dAV,3,14.092,0,0,Young,609,671,63,973.3,849.2,953.8,256.6,14.39,764
5908,8,2,dAV,4,3.329,1,0,Young,897,957,61,945.3,254.5,975.7,333.6,2.1,217
5909,8,2,dAV,5,16.688,1,0,Young,996,1045,50,973.7,323.7,899.8,273.5,1.88,229
5910,8,2,dAV,6,33.251,0,0,Young,344,392,49,801.8,236.2,886.2,671.7,10.93,548
5911,8,2,dAV,7,3.215,0,0,Young,536,593,58,901.1,696.6,852.2,291.9,10.04,546
5912,8,2,dAV,8,2.428,1,0,Young,812,906,95,855.1,287.3,908.3,922.7,15.23,411
5913,8,2,dAV,9,10.31,1,0,Young,987,1068,82,909,919.7,873,222,16.76,784
5914,8,2,dAV,10,6.312,1,0,Young,285,328,44,783.3,228.8,857.7,341,3.19,257
5915,8,2,dAV,11,12.724,1,0,Young,506,545,40,856.5,352.9,790.6,251.6,2.86,286
5916,8,2,dAV,12,3.67,1,0,Young,682,780,99,790.8,243.1,930.3,844.8,14.8,513
5917,8,2,dAV,13,1.513,1,0,Young,951,1004,54,933.4,855.1,768.9,263.5,14.63,811
5918,8,2,dAV,14,6.449,1,0,Young,203,228,26,846.6,387.1,778.5,261.9,3.43,253
5919,8,2,dAV,15,22.604,1,0,Young,436,540,105,780.9,271.3,909.8,974.5,16.86,474
5920,8,2,dAV,16,11.291,0,0,Young,605,661,57,920.8,982.2,777.9,386.3,14.28,568
5921,8,3,A,1,11.866,0,0,Young,724,758,35,791.1,400.6,787.9,333.1,1.71,238
5922,8,3,A,2,12.506,0,0,Young,823,935,113,791.2,331.1,991.2,968.2,15.52,371
5923,8,3,A,3,5.114,1,0,Young,177,234,58,839.9,871.1,786.9,516,8.5,456
5924,8,3,A,4,11.457,0,0,Young,441,502,62,800.4,504.7,836.8,187.7,8.05,470
5925,8,3,A,5,7.319,0,0,Young,649,749,101,843.3,216.7,898.8,843.4,15.24,330
5926,8,3,A,6,15.356,0,0,Young,886,961,76,891.5,851.8,821.1,238.5,14.92,790
5927,8,3,A,7,30.871,1,0,Young,178,253,76,895.6,871.4,948.9,386.2,11.69,469
5928,8,3,A,8,1.704,1,0,Young,335,375,41,955.1,395.8,905.1,261.7,3.54,322
5929,8,3,A,9,18.971,0,0,Young,477,572,96,902.6,255.4,991.7,979.8,17.28,487
5930,8,3,A,10,16.53,0,0,Young,736,795,60,1000.9,973.8,910.1,231.2,17.74,759
5931,8,3,A,11,17.763,1,0,Young,928,1026,99,917.6,248.1,1070.3,838.1,14.6,454
5932,8,3,A,12,3.91,0,0,Young,433,488,56,868.5,411.2,872.7,528.9,2.94,127
5933,8,3,A,13,10.527,0,0,Young,753,812,60,882.5,546.7,728.1,474.7,3.34,222
5934,8,3,A,14,1.08,1,0,Young,884,943,60,728.7,470.5,833.4,211.5,6.84,487
5935,8,3,A,15,1.086,0,0,Young,381,562,182,842.3,338.2,910.6,1140.5,18.46,858
5936,8,3,A,16,4.977,0,0,Young,659,765,107,979.9,1118.6,913.8,175.2,21.95,730
5937,8,4,dV,1,18.24,0,1,Young,917,1018,102,919.9,184.7,964.7,891.9,17.08,454
5938,8,4,dV,2,1.701,1,1,Young,49,252,204,902.6,228.6,783.1,271.6,2.49,358
5939,8,4,dV,3,7.917,1,3,Young,542,566,25,769.9,278.7,873.4,220,2.45,228
5940,8,4,dV,4,2.985,0,4,Young,613,723,111,870.4,241.5,927.6,969.9,17.37,487
5941,8,4,dV,5,3.906,1,3,Young,802,884,83,938,954.2,872,221.9,17.52,756
5942,8,4,dV,6,24.941,0,3,Young,336,375,40,830.3,313.2,890.9,505.6,4.97,360
5943,8,4,dV,7,17.162,0,1,Young,508,566,59,902.7,515.6,883.1,213.3,7.65,496
5944,8,4,dV,8,14.091,1,2,Young,719,828,110,886,231.6,944.6,869.5,15.46,383
5945,8,4,dV,9,11.563,0,4,Young,927,991,65,934.8,864.6,861,281.9,14.16,776
5946,8,4,dV,10,19.456,0,4,Young,187,216,30,884.3,341.8,864.1,185.5,4.02,335
5947,8,4,dV,11,8.379,1,3,Young,351,414,64,863.4,194.8,969,738.2,13.56,416
5948,8,4,dV,12,6.291,1,2,Young,692,741,50,948.2,742.6,866.3,213.8,13.13,710
5949,8,4,dV,13,1.676,1,2,Young,303,449,147,934.7,356.1,895.6,1085.8,16.94,441
5950,8,4,dV,14,23.377,1,2,Young,539,625,87,910.8,1094,872.5,303.8,18.37,701
5951,8,4,dV,15,4.882,0,4,Young,776,860,85,882.9,311.2,958,1001.4,16.35,486
5952,8,4,dV,16,4.632,1,3,Young,301,345,45,803.8,262.1,878.9,571.9,7.9,347
5953,8,5,V,1,3.221,1,0,Young,412,492,81,883.6,567.6,908,922.6,8.34,252
5954,8,5,V,2,12.508,1,0,Young,567,635,69,921.6,906.1,865.6,268.5,15.34,768
5955,8,5,V,3,5.665,0,0,Young,809,922,114,867.3,267.9,924.7,732.3,11.49,292
5956,8,5,V,4,31.313,0,0,Young,984,1053,70,930.7,707.8,846.4,180.6,13.16,507
5957,8,5,V,5,26.292,0,0,Young,296,350,55,879.7,433.3,886.3,306.6,3.22,148
5958,8,5,V,6,4.844,1,0,Young,520,601,82,888.6,313.2,885.3,865.9,13.35,395
5959,8,5,V,7,4.131,0,0,Young,716,784,69,887.3,870.9,880.7,203.4,16.16,830
5960,8,5,V,8,24.243,1,0,Young,950,1076,127,879.8,203,974.7,954.8,18.05,296
5961,8,5,V,9,3.964,1,0,Young,296,343,48,815.5,474.2,862,179.8,7.52,496
5962,8,5,V,10,14.699,0,0,Young,552,630,79,861.8,181.7,922.6,734.4,13.69,338
5963,8,5,V,11,3.152,1,0,Young,733,810,78,926,744.8,862.6,186.8,13.81,613
5964,8,5,V,12,11.091,1,0,Young,983,1115,133,865.8,206.8,926,717.5,12.69,375
5965,8,5,V,13,3.84,1,0,Young,198,250,53,886,477.2,974.7,245,6.11,357
5966,8,5,V,14,19.015,1,0,Young,386,448,63,976,243,1018.4,782.1,13.24,409
5967,8,5,V,15,4.027,0,0,Young,546,620,75,1015.7,779.6,946.7,211.5,14,652
5968,8,5,V,16,4.456,0,0,Young,834,940,107,954.5,215.5,986.3,693.7,11.88,242
5969,8,6,dA,1,18.568,1,0,Young,334,400,67,880.6,562,878.1,130,10.9,481
5970,8,6,dA,2,1.37,0,0,Young,563,650,88,882.7,140.4,987.2,664.9,13.22,288
5971,8,6,dA,3,7.763,0,0,Young,755,833,79,980.4,664.1,921.2,206.6,11.45,527
5972,8,6,dA,4,1.096,1,0,Young,266,328,63,869.4,356.4,772.5,149.7,5.59,448
5973,8,6,dA,5,8.878,0,0,Young,502,585,84,778.3,178.6,883,802.2,15.37,360
5974,8,6,dA,6,4.106,1,0,Young,731,809,79,895.5,805.5,798.9,201.7,14.87,858
5975,8,6,dA,7,14.991,0,0,Young,169,207,39,815.6,232.2,925.7,202.4,2.19,232
5976,8,6,dA,8,2.456,1,0,Young,120,288,169,921.6,384,896.7,368.6,0.6,383
5977,8,6,dA,9,18.481,0,0,Young,379,422,44,886.5,363.7,869.2,221.3,3.65,310
5978,8,6,dA,10,18.764,0,0,Young,843,974,132,867.3,221.4,2632.2,990.7,32.89,565
5979,8,6,dA,11,9.847,0,0,Young,280,304,25,808.7,273.1,756.3,200.4,2.11,194
5980,8,6,dA,12,10.447,0,0,Young,823,852,30,771.3,226.4,834.3,236.4,1.2,133
5981,8,6,dA,13,14.397,0,0,Young,167,190,24,793.4,330.4,907,274.8,2.55,202
5982,8,6,dA,14,20.663,0,0,Young,373,406,34,890.4,262.7,863.1,235.5,0.86,164
5983,8,6,dA,15,1.154,1,0,Young,287,340,54,802.3,436.1,775.4,254.8,4.63,370
5984,8,6,dA,16,11.634,1,0,Young,681,713,33,806.4,257.7,808.7,210.2,1.22,138
5985,8,7,AV,1,2.435,1,0,Young,169,193,25,818.3,325.1,938.2,278.6,2.53,186
5986,8,7,AV,2,1.141,1,0,Young,335,354,20,934.6,277.3,911.1,218.5,1.57,139
5987,8,7,AV,3,8.758,1,0,Young,72,111,40,800.9,320.9,792.5,245.7,1.93,171
5988,8,7,AV,4,1.97,1,0,Young,212,245,34,799.9,247.3,892.7,216.3,1.91,247
5989,8,7,AV,5,13.375,1,0,Young,209,250,42,871,326.9,888.9,217.1,2.84,294
5990,8,7,AV,6,11.973,1,0,Young,725,737,13,886.1,204.3,878.9,183.9,0.54,59
5991,8,7,AV,7,9.785,0,0,Young,180,219,40,836.8,311.7,863.8,205,2.78,303
5992,8,7,AV,8,3.956,1,0,Young,197,238,42,850.4,292.8,855.5,165,3.29,319
5993,8,7,AV,9,1.284,1,0,Young,406,421,16,853.3,174.1,868.2,207.8,0.91,82
5994,8,7,AV,10,13.782,0,0,Young,887,910,24,849.3,194,895.8,180.2,0.94,122
5995,8,7,AV,11,2.34,1,0,Young,584,601,18,802.3,206.5,831.9,213.2,0.58,74
5996,8,7,AV,12,8.573,1,0,Young,955,970,16,820.3,213.7,792.3,188.3,0.84,81
5997,8,7,AV,13,9.508,0,0,Young,169,212,44,1123.6,464.9,907.1,313.9,5.53,376
5998,8,7,AV,14,11.173,0,0,Young,312,361,50,907.8,323.5,906.3,199.7,3.17,327
5999,8,7,AV,15,1.303,1,0,Young,172,217,46,889.6,479.6,879.2,241.1,6.05,461
6000,8,7,AV,16,5.53,0,0,Young,463,492,30,893.3,253.9,889.9,214.7,1.01,136
6001,8,8,dAdV,1,13.603,0,1,Young,153,188,36,800.5,238.8,878.9,227.9,1.49,203
6002,8,8,dAdV,2,7.205,1,1,Young,879,898,20,889.8,233.8,863.9,219.4,0.61,84
6003,8,8,dAdV,3,6.838,1,1,Young,169,199,31,1007.4,291,799.5,172,4.93,362
6004,8,8,dAdV,4,12.933,1,1,Young,640,660,21,800.7,202.4,816.1,161.4,1.1,109
6005,8,8,dAdV,5,11.248,1,4,Young,122,268,147,825.2,237.3,841.1,260.7,0.67,511
