,Participant,Block,Condition,Trial,RT,Correct,Orientation,Agegr,Sacstart,Sacend,Sacduration,Xstart,Ystart,Xend,Yend,Amplitude,Velocity
26253,32,28,AV,61,1.388,1,0,Old,230,252,23,758.8,225.2,779.2,139.6,2.24,196
26254,32,28,AV,62,2.484,0,0,Old,511,756,246,792,150.8,825.6,646.6,12.38,1004
26255,32,28,AV,63,2.102,1,0,Old,809,852,44,841.2,632.3,801.2,130.4,12.58,516
26256,32,28,AV,64,0.916,1,0,Old,230,256,27,787.4,140.9,937.6,127.6,2.83,186
26257,32,29,dAV,49,0.943,0,0,Old,482,557,76,935.8,121.5,820.4,725.8,15.09,494
26258,32,29,dAV,50,1.604,0,0,Old,757,794,38,832.6,708.8,864.6,514.9,4.75,268
26259,32,29,dAV,51,2.927,0,0,Old,966,1005,40,861.8,549.4,881.4,171.3,9.55,421
26260,32,29,dAV,52,1.698,1,0,Old,159,191,33,689.9,100.7,928.2,107.1,4.45,254
26261,32,29,dAV,53,1.222,1,0,Old,487,708,222,915.1,121.7,835.2,760.7,15.81,888
26262,32,29,dAV,54,6.872,0,0,Old,846,902,57,860.9,697.1,874.6,119.8,14.35,551
26263,32,29,dAV,55,1.158,1,0,Old,-6,25,32,739.5,165.6,519.8,43.6,5.1,0
26264,32,29,dAV,56,1.004,1,0,Old,139,175,37,521.6,42.1,837.9,113.5,6.14,285
26265,32,29,dAV,57,8.872,1,0,Old,539,783,245,824.3,134.9,828.5,804.9,16.4,1339
26266,32,29,dAV,58,3.337,1,0,Old,863,923,61,854.2,679.4,803.2,106.8,14.27,547
26267,32,29,dAV,59,2.067,1,0,Old,99,262,164,727.1,52.8,874.2,134.3,3.46,924
26268,32,29,dAV,60,6.423,1,0,Old,491,554,64,893.5,100.2,816.9,779.5,16.75,586
26269,32,29,dAV,61,5.068,1,0,Old,596,622,27,893.5,100.2,816.9,779.5,16.27,0
26270,32,29,dAV,62,3.399,0,0,Old,705,762,58,836.9,688.9,857.5,125.2,14.01,550
26271,32,29,dAV,63,8.08,0,0,Old,376,404,29,737.5,69.2,726.3,195.8,3.27,199
26272,32,29,dAV,64,0.948,1,0,Old,618,856,239,724.7,186.5,798.8,162.3,1.51,1025
26273,32,30,V,49,2.262,1,0,Old,3,245,243,796.1,126.9,767.9,189.5,1.7,889
26274,32,30,V,50,6.353,1,0,Old,282,308,27,782.5,111.6,927.2,141.8,2.81,196
26275,32,30,V,51,1.088,0,0,Old,610,832,223,900.7,132.8,938.9,170.7,1.21,979
26276,32,30,V,52,4.576,0,0,Old,27,82,56,527.5,669.9,560.4,647,0.85,0
26277,32,30,V,53,0.785,1,0,Old,338,400,63,781,123.8,744.5,703.5,14.38,604
26278,32,30,V,54,1.142,1,0,Old,464,506,43,781,123.8,744.5,703.5,13.75,0
26279,32,30,V,55,7.977,0,0,Old,546,622,77,737,737.5,782.3,93.1,15.93,524
26280,32,30,V,56,1.991,1,0,Old,893,1138,246,800.5,130.3,817.7,131.4,0.32,1089
26281,32,30,V,57,2.242,0,0,Old,-45,45,91,784.4,108.6,783.3,105,0.1,10
26282,32,30,V,58,4.956,1,0,Old,299,341,43,799.5,118.3,831.1,347.7,5.91,242
26283,32,30,V,59,2.712,1,0,Old,422,624,203,833.2,350.9,756.6,187.9,4.41,981
26284,32,30,V,60,0.895,1,0,Old,798,1087,290,833.2,350.9,756.6,187.9,4.45,0
26285,32,30,V,61,0.779,1,0,Old,-47,222,270,836.5,157.2,791.3,163.8,0.86,1160
26286,32,30,V,62,2.173,1,0,Old,616,711,96,838.1,174.4,840.5,827.7,15.91,323
26287,32,30,V,63,0.976,1,0,Old,743,750,8,837.8,803.4,838,789.4,0.33,48
26288,32,30,V,64,1.906,0,0,Old,41,288,248,779.6,231,861.9,244.6,1.57,892
26289,32,31,AdV,49,4.033,0,1,Old,593,838,246,895.5,216.8,790.8,823.1,14.89,1084
26290,32,31,AdV,50,1.37,0,1,Old,925,988,64,799.6,700.9,830.4,127.9,14.23,347
26291,32,31,AdV,51,3.775,0,1,Old,46,257,212,830.1,191.3,872.3,248.8,1.68,866
26292,32,31,AdV,52,0.972,1,1,Old,533,607,75,890.5,215.8,796.7,866.3,15.84,407
26293,32,31,AdV,53,3.248,0,1,Old,710,777,68,794.8,747.2,827,187.6,13.8,443
26294,32,31,AdV,54,2.898,0,1,Old,177,208,32,829.5,168.9,1002.2,183.3,3.25,173
26295,32,31,AdV,55,1.647,1,3,Old,429,699,271,974.4,186.7,689.2,802.9,15.91,1298
26296,32,31,AdV,56,1.161,1,4,Old,735,803,69,695.8,708.1,937.5,180.1,13.79,410
26297,32,31,AdV,57,1.483,1,3,Old,-44,237,282,866.4,179.1,869.3,190.6,0.3,81
26298,32,31,AdV,58,1.683,0,4,Old,417,442,26,872.4,200.8,894.2,287.6,2.27,138
26299,32,31,AdV,59,3.444,1,4,Old,509,714,206,902.6,294.9,876.2,249.8,1.26,1366
26300,32,31,AdV,60,1.094,1,4,Old,155,217,63,842.7,152,844.5,150.4,0.05,0
26301,32,31,AdV,61,4.5,0,2,Old,305,327,23,772.1,137.6,839.8,191.1,1.87,120
26302,32,31,AdV,62,1.249,0,3,Old,437,654,218,836.1,183.7,870.6,391.5,5.35,1160
26303,32,31,AdV,63,6.768,1,2,Old,676,705,30,871.8,341.4,822.9,154.1,4.89,280
26304,32,31,AdV,64,5.865,1,3,Old,205,229,25,736.8,140.7,861.2,164.8,2.4,164
26305,32,32,A,49,2.393,0,0,Old,477,700,224,866.1,170.1,820,629,11.52,1126
26306,32,32,A,50,3.441,0,0,Old,744,784,41,825.4,522.3,793,169.1,8.95,406
26307,32,32,A,51,2.552,0,0,Old,322,341,20,820.6,143.9,844.2,201.7,1.56,143
26308,32,32,A,52,5.551,0,0,Old,419,715,297,840.2,195.2,799.4,153.4,1.32,895
26309,32,32,A,53,1.411,1,0,Old,30,49,20,956,548.7,973.3,490.9,1.47,109
26310,32,32,A,54,0.901,0,0,Old,183,220,38,978.9,486.7,841.5,180.4,8.17,483
26311,32,32,A,55,2.347,0,0,Old,549,777,229,855.1,188,853.6,634.4,11.16,815
26312,32,32,A,56,4.568,0,0,Old,936,985,50,868.5,612.2,850.7,167.7,11.16,525
26313,32,32,A,57,1.714,0,0,Old,130,207,78,1257.1,784.3,830.7,854,8.17,0
26314,32,32,A,58,0.896,0,0,Old,380,582,203,816,157.1,905.2,146.2,1.69,757
26315,32,32,A,59,0.833,0,0,Old,858,1094,237,915.2,155.2,869.8,179.7,1.06,825
26316,32,32,A,60,1.163,0,0,Old,191,457,267,595.6,1935.2,898.4,288.9,31.62,482
26317,32,32,A,61,5.691,0,0,Old,830,856,27,595.6,1935.2,898.4,288.9,42.81,0
26318,32,32,A,62,2.382,0,0,Old,926,987,62,595.6,1935.2,898.4,288.9,42.81,0
26319,32,32,A,63,5.528,0,0,Old,-80,163,244,846.2,200.6,814.4,200.7,0.59,65
26320,32,32,A,64,3.254,0,0,Old,202,219,18,812.8,193.8,877.4,195.1,1.21,102
26321,32,33,dAdV,65,1.307,0,2,Old,424,650,227,881.4,190.8,854.6,463.9,6.96,1154
26322,32,33,dAdV,66,0.957,1,1,Old,737,766,30,869.7,374.2,849.7,209.2,4.24,247
26323,32,33,dAdV,67,1.45,1,3,Old,-111,201,313,1108.1,142.7,1054.2,138.9,1.01,0
26324,32,33,dAdV,68,1.702,0,3,Old,272,288,17,789.9,212.2,848.6,214.8,1.1,103
26325,32,33,dAdV,69,1.069,0,3,Old,633,645,13,838.1,228.2,848.5,256.8,0.76,79
26326,32,33,dAdV,70,1.891,1,2,Old,28,235,208,1087.7,141.8,823.2,139.4,4.94,0
26327,32,33,dAdV,71,3.451,0,2,Old,567,576,10,794,191.8,762,190.5,0.6,68
26328,32,33,dAdV,72,2.115,0,2,Old,30,183,154,875.1,172.5,2583.9,547.7,29.2,308
26329,32,33,dAdV,73,8.066,1,1,Old,337,426,90,2544.4,537.3,840.4,213.5,28.94,612
26330,32,33,dAdV,74,4.464,0,4,Old,908,925,18,905.5,205.2,843.2,207.9,1.17,116
26331,32,33,dAdV,75,2.223,0,4,Old,-64,189,254,826.7,178.7,811.8,198,0.57,889
26332,32,33,dAdV,76,2.085,0,3,Old,391,404,14,833.9,155.7,879.2,147,0.88,74
26333,32,33,dAdV,77,1.996,1,4,Old,129,166,38,821.4,130.5,1050.2,198.5,4.62,216
26334,32,33,dAdV,78,6.288,1,3,Old,408,426,19,1025.9,191.5,983.2,238.1,1.44,136
26335,32,33,dAdV,79,1.264,0,4,Old,809,817,9,982,223.9,1006.1,219.6,0.46,58
26336,32,33,dAdV,80,0.788,1,3,Old,38,74,37,1644.2,162.5,1876.6,93.4,4.42,227
26337,32,34,AV,65,3.498,0,0,Old,178,239,62,1873.3,94.2,945.5,228.9,16.96,482
26338,32,34,AV,66,2.493,1,0,Old,349,371,23,976.3,228.6,876.9,159.4,2.58,238
26339,32,34,AV,67,6.335,1,0,Old,744,799,56,889.4,148.8,815.1,635.7,12.25,422
26340,32,34,AV,68,2.396,0,0,Old,198,218,21,803.7,159.7,869.7,215,1.88,168
26341,32,34,AV,69,2.88,1,0,Old,820,838,19,873.5,208.2,877.5,257.8,1.28,104
26342,32,34,AV,70,2.475,1,0,Old,461,472,12,872.2,171,869.7,193.2,0.57,58
26343,32,34,AV,71,0.999,0,0,Old,971,987,17,904.8,179.9,870.6,150.2,1,103
26344,32,34,AV,72,0.974,0,0,Old,230,250,21,828.8,145.6,919.7,155,1.72,154
26345,32,34,AV,73,0.845,0,0,Old,943,952,10,930.2,160.5,957.8,153.4,0.55,61
26346,32,34,AV,74,4.838,1,0,Old,135,173,39,776,170,989,209.9,4.11,203
26347,32,34,AV,75,0.906,1,0,Old,487,504,18,965.5,204.2,940.7,243.8,1.12,103
26348,32,34,AV,76,1.232,1,0,Old,883,895,13,918.5,227.1,917.1,196.5,0.79,75
26349,32,34,AV,77,1.36,1,0,Old,236,254,19,798.6,142.4,872.7,132.2,1.41,136
26350,32,34,AV,78,1.065,1,0,Old,823,1047,225,862.9,146.9,866.2,230.4,2.15,911
26351,32,34,AV,79,1.106,1,0,Old,216,261,46,801.8,172.9,870.6,162.2,1.31,122
26352,32,34,AV,80,1.208,0,0,Old,674,687,14,860,158.4,855.8,188.2,0.77,80
26353,32,35,dA,65,1.721,0,0,Old,-7,32,40,880.1,494.7,897.9,289,5.21,265
26354,32,35,dA,66,2.574,1,0,Old,159,183,25,901.9,312.2,957.2,212.4,2.76,222
26355,32,35,dA,67,6.891,0,0,Old,986,995,10,966.7,208,970.7,229.1,0.55,61
26356,32,35,dA,68,4.258,0,0,Old,276,296,21,842.5,155.1,858.1,222.9,1.77,138
26357,32,35,dA,69,0.881,1,0,Old,405,424,20,816.6,150.4,821.4,202.1,1.34,117
26358,32,35,dA,70,1.359,0,0,Old,860,886,27,822.4,210.8,770.8,335.9,3.34,246
26359,32,35,dA,71,3.734,0,0,Old,96,164,69,788.6,127.1,926.8,197.8,3.16,293
26360,32,35,dA,72,0.863,0,0,Old,383,400,18,801.1,140.3,859.7,133.6,1.11,108
26361,32,35,dA,73,2.492,0,0,Old,645,665,21,801.1,140.3,859.7,133.6,1.11,0
26362,32,35,dA,74,0.993,0,0,Old,845,974,130,801.1,140.3,859.7,133.6,1.11,0
26363,32,35,dA,75,0.859,0,0,Old,147,223,77,898.6,145.8,899.2,149.9,0.11,56
26364,32,35,dA,76,1.329,0,0,Old,280,488,209,898.6,145.8,899.2,149.9,0.11,0
26365,32,35,dA,77,3.712,0,0,Old,813,825,13,901.8,138.3,929.2,157.4,0.71,64
26366,32,35,dA,78,1.767,0,0,Old,611,626,16,785.7,138.6,753.4,165.9,0.93,81
26367,32,35,dA,79,0.742,0,0,Old,226,248,23,802.3,126.1,868.6,148.7,1.37,121
26368,32,35,dA,80,1.192,1,0,Old,512,567,56,802.3,126.1,868.6,148.7,1.37,0
26369,32,36,V,65,0.857,0,0,Old,614,696,83,851.8,169.5,863.1,234.5,1.69,187
26370,32,36,V,66,1.928,0,0,Old,23,91,69,1581.3,549.8,857.5,172.6,16.15,456
26371,32,36,V,67,2.028,0,0,Old,617,636,20,867.7,175.6,837.2,124.9,1.43,141
26372,32,36,V,68,1.447,1,0,Old,349,361,13,816.4,135.2,857.9,138.6,0.78,80
26373,32,36,V,69,1.303,0,0,Old,864,971,108,816.4,135.2,857.9,138.6,0.78,0
26374,32,36,V,70,4.819,1,0,Old,136,165,30,842.9,136.1,1015.2,169.2,3.33,225
26375,32,36,V,71,1.726,1,0,Old,641,658,18,995.2,182,994,229,1.21,88
26376,32,36,V,72,1.689,1,0,Old,371,392,22,871.2,171.9,863.9,234.6,1.62,135
26377,32,36,V,73,1.186,1,0,Old,780,801,22,850.1,221.7,826.6,155.3,1.77,140
26378,32,36,V,74,5.149,0,0,Old,337,365,29,811.1,148.1,777.1,230.8,2.22,157
26379,32,36,V,75,2.221,1,0,Old,138,161,24,791.9,128,922.5,137.3,2.45,195
26380,32,36,V,76,0.987,1,0,Old,541,557,17,914.2,139.4,909.6,182.1,1.11,101
26381,32,36,V,77,1.034,1,0,Old,73,91,19,801.9,182.9,814.9,148.9,0.91,63
26382,32,36,V,78,3.171,0,0,Old,219,243,25,819.5,154.3,924.5,178.4,2.06,146
26383,32,36,V,79,1.157,1,0,Old,204,229,26,866.6,143.6,996.2,138.9,2.43,162
26384,32,36,V,80,3.337,0,0,Old,465,488,24,966.4,150.6,965.1,227.4,1.98,156
26385,32,37,dV,65,3.062,0,3,Old,951,971,21,941.3,198.2,925.8,126.4,1.88,159
26386,32,37,dV,66,1.988,0,1,Old,-42,203,246,866,245.4,807.8,250.2,1.09,844
26387,32,37,dV,67,1.044,1,1,Old,313,340,28,832.7,195.7,886.4,312,3.15,234
26388,32,37,dV,68,1.539,1,2,Old,704,725,22,881.5,281.3,877.5,216.4,1.67,151
26389,32,37,dV,69,1.973,0,2,Old,229,255,27,791,156.4,644.5,83.2,3.31,239
26390,32,37,dV,70,1.856,1,4,Old,319,365,47,791,156.4,644.5,83.2,3.3,0
26391,32,37,dV,71,5.532,0,4,Old,-21,263,285,240.2,1396,804.1,281,25.92,380
26392,32,37,dV,72,1.251,1,2,Old,346,371,26,817.1,291.5,901.9,190.1,3.05,252
26393,32,37,dV,73,1.873,1,4,Old,695,892,198,891,198,855.6,211,0.74,1117
26394,32,37,dV,74,1.231,0,3,Old,154,179,26,850.5,145.6,963,180.4,2.29,169
26395,32,37,dV,75,4.143,0,1,Old,450,471,22,958,179.5,934.5,238.4,1.58,124
26396,32,37,dV,76,1.219,0,1,Old,280,300,21,834.3,172.6,829.9,228.7,1.45,110
26397,32,37,dV,77,2.168,1,1,Old,75,88,14,836.9,154.1,809.9,181.3,0.86,79
26398,32,37,dV,78,0.776,0,2,Old,318,335,18,818.1,193.1,845.5,160.4,0.99,79
26399,32,37,dV,79,1.259,0,4,Old,876,890,15,806,174.6,799.2,212.8,0.99,88
26400,32,37,dV,80,0.928,1,3,Old,185,201,17,802.3,141,863.7,142.6,1.15,99
26401,32,38,A,65,0.798,1,0,Old,533,550,18,859.7,163.4,867.5,214.7,1.33,112
26402,32,38,A,66,0.743,1,0,Old,290,314,25,842,154.5,880.2,221.7,1.88,125
26403,32,38,A,67,1.561,1,0,Old,565,769,205,866.2,211.9,833.1,213.3,0.62,1069
26404,32,38,A,68,6.131,0,0,Old,751,766,16,835.2,173.2,862.6,206.1,0.99,73
26405,32,38,A,69,1.62,0,0,Old,187,206,20,815.5,157,882,136.5,1.35,125
26406,32,38,A,70,1.597,0,0,Old,385,402,18,853.3,168.4,870.9,205.1,1,87
26407,32,38,A,71,0.91,0,0,Old,972,987,16,852.6,195.6,859.3,155.6,1.04,98
26408,32,38,A,72,0.56,1,0,Old,57,266,210,811.8,159.7,841.1,162.3,0.55,937
26409,32,38,A,73,0.811,1,0,Old,133,183,51,529.6,118.9,859.1,152.4,6.17,330
26410,32,38,A,74,1.419,1,0,Old,674,690,17,870.1,162.4,861.1,195.8,0.88,69
26411,32,38,A,75,0.955,0,0,Old,269,289,21,828.1,187.5,894.2,208.5,1.35,112
26412,32,38,A,76,0.745,0,0,Old,-20,11,32,763.7,123.2,572.2,171.6,3.76,183
26413,32,38,A,77,5.494,0,0,Old,154,191,38,549.4,199.1,848.8,125.3,5.86,300
26414,32,38,A,78,1.512,1,0,Old,844,860,17,843.5,128.1,896.5,153.7,1.19,102
26415,32,38,A,79,0.958,0,0,Old,794,810,17,854.4,179.1,892.3,207,1.01,98
26416,32,38,A,80,6.377,0,0,Old,11,258,248,848.6,199.9,892.9,202.2,0.83,657
26417,32,39,dAV,65,1.896,1,0,Old,538,559,22,907.9,171,889.7,232.6,1.62,137
26418,32,39,dAV,66,1.372,1,0,Old,374,390,17,834.2,143.6,883.3,165.9,1.08,101
26419,32,39,dAV,67,3.636,1,0,Old,-19,58,78,851.6,958.9,832.8,959.1,0.35,0
26420,32,39,dAV,68,2.261,1,0,Old,265,287,23,851.6,958.9,832.8,959.1,0.35,0
26421,32,39,dAV,69,1.172,0,0,Old,325,373,49,851.6,958.9,832.8,959.1,0.35,0
26422,32,39,dAV,70,3.228,0,0,Old,395,563,169,870,143.9,868.4,141.7,0.06,13
26423,32,39,dAV,71,1.203,1,0,Old,673,736,64,868.3,138.8,806.6,641.3,12.61,416
26424,32,39,dAV,72,0.793,1,0,Old,49,311,263,804.2,131.8,879.5,206,2.38,1230
26425,32,39,dAV,73,0.927,1,0,Old,547,559,13,898.2,120.9,868.4,140,0.74,77
26426,32,39,dAV,74,1.183,1,0,Old,317,342,26,805.6,156.2,817.9,241.2,2.2,158
26427,32,39,dAV,75,1.281,1,0,Old,600,855,256,845.8,233.2,848.1,785.8,13.53,594
26428,32,39,dAV,76,2.048,1,0,Old,928,990,63,858.9,667.4,855.6,179.1,12.15,424
26429,32,39,dAV,77,1.122,1,0,Old,460,664,205,827.9,177.3,868.7,550.4,9.44,1083
26430,32,39,dAV,78,0.884,1,0,Old,764,802,39,889,443.8,900.7,152.9,7.41,424
26431,32,39,dAV,79,0.912,1,0,Old,172,204,33,820.7,183.6,1001.4,210.3,3.44,192
26432,32,39,dAV,80,3.168,0,0,Old,438,658,221,990.4,207.7,717.7,829.3,15.91,1045
26433,32,40,AdV,65,0.952,0,2,Old,698,763,66,719.5,739.9,950.3,193.4,14.1,406
26434,32,40,AdV,66,4.327,0,3,Old,160,197,38,562.7,255.3,886.5,209.6,6.11,256
26435,32,40,AdV,67,1.494,1,1,Old,556,770,215,891.7,216.6,887.9,259,1.09,1206
26436,32,40,AdV,68,5.256,0,1,Old,21,53,33,830.1,340.5,788.9,208.2,3.47,170
26437,32,40,AdV,69,3.163,0,4,Old,208,234,27,795.4,212.7,965.1,203.1,3.18,206
26438,32,40,AdV,70,1.31,1,3,Old,480,686,207,967.8,215.6,948.6,406.7,4.89,955
26439,32,40,AdV,71,0.958,1,4,Old,738,772,35,956.9,426.2,948.9,169.8,6.54,358
26440,32,40,AdV,72,0.764,1,2,Old,216,245,30,826.3,177,828.7,306.8,3.33,236
26441,32,40,AdV,73,0.911,0,4,Old,447,648,202,823.9,297.6,785.4,277.4,0.88,927
26442,32,40,AdV,74,8.467,1,3,Old,866,1065,200,790.6,298.8,805.7,223.6,1.95,1159
26443,32,40,AdV,75,1.502,1,2,Old,369,397,29,839.6,160.9,922.2,284.1,3.53,188
26444,32,40,AdV,76,1.149,1,1,Old,474,689,216,921.5,306.8,902.4,182.2,3.22,1055
26445,32,40,AdV,77,7.532,0,4,Old,861,1082,222,904.2,199.4,801.5,948.9,18,1085
26446,32,40,AdV,78,1.356,1,2,Old,190,217,28,801.6,194.2,956.5,194.2,2.89,199
26447,32,40,AdV,79,1.046,1,2,Old,426,684,259,956.5,189.5,817.1,770.3,14.49,882
26448,32,40,AdV,80,1.124,0,4,Old,718,775,58,826.6,692.2,918.7,271.6,10.55,356
26449,32,41,AV,81,0.862,0,0,Old,329,608,280,814.2,203,855.5,166.8,1.21,1100
26450,32,41,AV,82,1.319,1,0,Old,808,1028,221,863.2,167.9,797.4,299.2,3.59,1099
26451,32,41,AV,83,1.04,0,0,Old,-36,246,283,860.1,182.6,812.2,270.9,2.44,927
26452,32,41,AV,84,1.003,1,0,Old,475,514,40,841.2,153.7,911.2,398.9,6.4,272
26453,32,41,AV,85,0.898,0,0,Old,564,587,24,896.4,413.2,894.1,493,2,102
26454,32,41,AV,86,0.78,0,0,Old,702,714,13,892.4,549,893.4,529.8,0.48,46
26455,32,41,AV,87,1.122,1,0,Old,782,824,43,902.7,458.9,1000.7,720.9,6.63,298
26456,32,41,AV,88,2.156,1,0,Old,267,314,48,837.6,180.1,902.9,488.2,7.9,363
26457,32,41,AV,89,1.234,0,0,Old,405,610,206,904.5,463.3,864.5,252.6,5.4,724
26458,32,41,AV,90,0.969,1,0,Old,778,1011,234,877.3,194.4,580.8,939.6,18.56,846
26459,32,41,AV,91,0.775,1,0,Old,256,284,29,866.7,174,916.3,280.5,2.89,171
26460,32,41,AV,92,1.155,1,0,Old,412,664,253,915.3,257,865.3,790.3,13.09,1082
26461,32,41,AV,93,1.695,1,0,Old,941,1003,63,882,630.9,897,229.6,10.02,324
26462,32,41,AV,94,2.327,0,0,Old,-35,235,271,-53.5,-184.7,870.8,188.5,18.84,826
26463,32,41,AV,95,1.944,0,0,Old,456,687,232,869.3,143.3,645.2,915.7,18.98,964
26464,32,41,AV,96,1.482,1,0,Old,793,848,56,661.7,754.4,820.6,266,12.31,409
26465,32,42,V,81,3.034,0,0,Old,162,193,32,839.9,173.8,1020.8,204.3,3.47,198
26466,32,42,V,82,1.558,0,0,Old,404,634,231,1003.2,214.9,931,738.9,12.99,1026
26467,32,42,V,83,1.044,1,0,Old,701,754,54,935.6,609.1,986.6,182.4,10.75,402
26468,32,42,V,84,2.214,1,0,Old,-34,257,292,820.1,163.8,822.3,225.2,1.58,651
26469,32,42,V,85,0.962,1,0,Old,325,350,26,828.4,147,978.4,137.8,2.82,203
26470,32,42,V,86,0.885,1,0,Old,611,896,286,959.7,149.3,872.4,211.4,2.29,746
26471,32,42,V,87,0.776,1,0,Old,354,675,322,813.1,142.3,870.2,83.4,1.86,1279
26472,32,42,V,88,1.043,1,0,Old,796,974,179,879.4,113.5,849.6,130.9,0.72,1061
26473,32,42,V,89,5.012,0,0,Old,110,158,49,845.4,156.9,1051.9,377.3,6.83,371
26474,32,42,V,90,1.203,1,0,Old,275,315,41,1059.7,388,803.1,165.2,7.43,437
26475,32,42,V,91,1.021,1,0,Old,415,629,215,820.3,205,794.2,251.7,1.3,1071
26476,32,42,V,92,1.538,0,0,Old,83,98,16,798.7,144.3,861.5,140.8,1.18,103
26477,32,42,V,93,1.915,1,0,Old,395,421,27,875.6,161.1,897.5,250.5,2.34,165
26478,32,42,V,94,1.021,0,0,Old,458,684,227,894.6,236.9,735.8,878.4,15.74,853
26479,32,42,V,95,0.76,0,0,Old,825,899,75,732,738.3,879,208.7,13.33,334
26480,32,42,V,96,0.776,0,0,Old,179,209,31,826.1,156.1,1002.6,223.7,3.73,239
26481,32,43,dAdV,81,2.59,1,2,Old,462,630,169,984.5,220.8,658.5,799.3,15.32,449
26482,32,43,dAdV,82,2.052,0,4,Old,667,729,63,664.1,702.2,932.6,165.4,14.18,424
26483,32,43,dAdV,83,0.71,1,2,Old,928,1135,208,933.5,194.1,924.8,187.7,0.23,1162
26484,32,43,dAdV,84,0.848,1,1,Old,226,257,32,826.2,176.3,876.9,321.8,3.85,245
26485,32,43,dAdV,85,1.109,1,1,Old,465,713,249,860.7,318.5,704.8,983.3,15.96,999
26486,32,43,dAdV,86,0.856,1,3,Old,806,872,67,702.7,824.6,815.2,268.1,13.68,343
26487,32,43,dAdV,87,2.205,1,4,Old,22,74,53,816.9,135,744.7,534.8,10.18,310
26488,32,43,dAdV,88,1.021,1,1,Old,189,233,45,743.6,588.1,802.2,158.2,10.84,523
26489,32,43,dAdV,89,0.944,0,2,Old,483,701,219,815.6,218.6,694.4,684.6,11.76,1149
26490,32,43,dAdV,90,1.312,1,4,Old,828,876,49,714.9,559.9,852.6,153.9,10.54,448
26491,32,43,dAdV,91,1.148,0,4,Old,313,352,40,913.1,211.6,975.4,490.4,7.16,302
26492,32,43,dAdV,92,3.576,0,1,Old,434,654,221,973.5,483.7,938.2,314.1,4.34,867
26493,32,43,dAdV,93,1.148,1,4,Old,976,1224,249,958.4,231.4,955.9,472.2,6.1,576
26494,32,43,dAdV,94,1.164,1,2,Old,70,350,281,1010.1,221.7,950.9,398.6,4.65,627
26495,32,43,dAdV,95,1.25,1,4,Old,407,431,25,956.4,296,854.5,239.8,2.38,172
26496,32,43,dAdV,96,2.322,1,3,Old,775,1008,234,863.5,255.5,794.4,230.7,1.44,847
26497,32,44,A,81,7.039,0,0,Old,343,399,57,812.4,191.9,901.5,663.9,11.87,433
26498,32,44,A,82,1.133,1,0,Old,469,680,212,899.8,650.3,844.6,238.4,10.31,673
26499,32,44,A,83,2.363,1,0,Old,-49,279,329,785.7,156.4,792.7,173.7,0.46,730
26500,32,44,A,84,1.3,1,0,Old,312,422,111,806.1,118.9,798.9,121.6,0.15,123
26501,32,44,A,85,0.978,1,0,Old,638,885,248,674.8,81.7,820,109.7,2.8,1104
26502,32,44,A,86,1.693,0,0,Old,90,106,17,829.2,135,773.2,151.5,1.13,102
26503,32,44,A,87,1.071,1,0,Old,342,378,37,782.8,142.5,909.8,359.2,6.04,300
26504,32,44,A,88,0.869,0,0,Old,451,654,204,904.4,352.5,879.3,189.9,4.19,912
26505,32,44,A,89,1.331,1,0,Old,842,1089,248,898.8,132.9,883.6,184.7,1.37,899
26506,32,44,A,90,0.659,0,0,Old,514,732,219,824.3,175.4,838.7,254.6,2.05,776
26507,32,44,A,91,4.501,0,0,Old,180,214,35,830.8,179.4,997.7,255.8,3.69,173
26508,32,44,A,92,1.158,0,0,Old,488,727,240,975.5,257.9,788.3,861.7,15.01,1091
26509,32,44,A,93,1.283,0,0,Old,786,842,57,788,741.4,949.1,298.5,11.27,316
26510,32,44,A,94,0.988,0,0,Old,172,208,37,752.6,117.6,1000.4,156.3,4.74,272
26511,32,44,A,95,1.492,1,0,Old,442,670,229,980,159.9,937.3,127.8,1.15,917
26512,32,44,A,96,2.733,1,0,Old,351,375,25,867.4,134.6,847.8,202.5,1.79,124
26513,32,45,dA,81,2.044,0,0,Old,479,696,218,860,196.4,868.1,145.7,1.32,975
26514,32,45,dA,82,10.71,0,0,Old,361,626,266,788.6,192.2,847.6,207.7,1.17,872
26515,32,45,dA,83,1.651,1,0,Old,989,1193,205,863.5,163.3,847.3,164.3,0.3,945
26516,32,45,dA,84,1.979,0,0,Old,180,223,44,469.1,37.4,904.6,184.1,8.89,361
26517,32,45,dA,85,0.7,1,0,Old,674,692,19,896.2,190,840.5,162.2,1.26,123
26518,32,45,dA,86,2.611,0,0,Old,129,182,54,184.8,25.6,847.6,215.4,12.94,420
26519,32,45,dA,87,2.126,0,0,Old,372,393,22,844.2,198.3,840.3,137.1,1.58,126
26520,32,45,dA,88,4.554,0,0,Old,145,170,26,792,158.1,908.9,169.6,2.2,135
26521,32,45,dA,89,0.834,1,0,Old,243,273,31,820.1,145,836.7,254.9,2.85,170
26522,32,45,dA,90,1.133,1,0,Old,262,284,23,829.1,248.9,899.4,168.7,2.45,202
26523,32,45,dA,91,0.921,1,0,Old,613,632,20,882.9,192.3,847.9,160.8,1.04,122
26524,32,45,dA,92,1.977,1,0,Old,252,270,19,839.5,171.4,907.1,184,1.3,131
26525,32,45,dA,93,6.954,0,0,Old,177,202,26,767.2,150.3,868.5,168.3,1.95,154
