,Unnamed: 0,Participant,Block,Condition,Trial,RT,Correct,Orientation,Agegr,Sacstart,Sacend,Sacduration,Xstart,Ystart,Xend,Yend,Amplitude,Velocity,Larger,Duration
2293,2486,3,48,dV,86,0.719,0,4,Young,213,248,36,815.5,305.0,892.1,461.2,4.2,269,False,0.015613382899628254
2294,2487,3,48,dV,87,0.753,1,4,Young,447,485,39,883.4,461.8,743.7,247.1,6.02,351,False,0.01715099715099715
2295,2488,3,48,dV,88,0.572,1,3,Young,182,211,30,799.7,246.0,926.8,279.1,2.52,155,False,0.01625806451612903
2296,2489,3,48,dV,89,1.605,0,2,Young,349,429,81,905.8,311.2,1245.8,279.7,6.36,317,False,0.020063091482649842
2297,2490,3,48,dV,90,1.317,0,1,Young,480,521,42,1265.5,289.5,1381.6,290.6,2.13,225,False,0.009466666666666667
2298,2491,3,48,dV,91,1.588,1,1,Young,636,685,50,1404.1,285.0,879.7,227.2,9.79,427,False,0.02292740046838407
2299,2492,3,48,dV,92,0.857,1,2,Young,198,239,42,705.0,292.9,848.1,264.3,2.76,224,False,0.01232142857142857
2300,2493,3,48,dV,93,2.571,0,2,Young,633,652,20,879.2,277.8,931.5,250.9,1.19,109,False,0.01091743119266055
2301,2494,3,48,dV,94,4.343,0,3,Young,837,935,99,930.0,269.9,1792.4,23.6,16.76,362,False,0.04629834254143647
2302,2495,3,48,dV,95,1.242,0,4,Young,23,45,23,689.1,309.5,768.2,286.4,1.58,102,False,0.015490196078431374
2303,2496,3,48,dV,96,0.718,0,1,Young,331,375,45,816.4,311.8,1142.2,256.4,6.22,263,False,0.02365019011406844
2304,2561,4,1,A,1,3.483,1,0,Young,525,551,27,1128.7,287.8,1026.5,274.7,1.93,102,False,0.01892156862745098
2305,2562,4,1,A,2,1.249,0,0,Young,622,671,50,1027.0,265.1,868.0,248.7,3.0,168,False,0.017857142857142856
2306,2563,4,1,A,3,1.659,1,0,Young,743,784,42,885.0,251.4,1123.5,231.3,4.48,207,False,0.021642512077294687
2307,2564,4,1,A,4,2.403,0,0,Young,829,873,45,1113.2,246.1,1498.8,240.1,7.08,321,False,0.02205607476635514
2308,2565,4,1,A,5,4.75,1,0,Young,172,196,25,741.6,191.8,813.5,190.8,1.34,72,False,0.018611111111111113
2309,2566,4,1,A,6,6.223,0,0,Young,401,458,58,847.0,189.7,1317.4,220.2,8.77,257,False,0.03412451361867704
2310,2567,4,1,A,7,5.988,0,0,Young,563,599,37,1277.6,274.2,1179.5,252.3,1.9,79,False,0.024050632911392405
2311,2568,4,1,A,8,3.05,0,0,Young,657,710,54,1192.1,260.5,769.8,385.1,8.44,284,False,0.02971830985915493
2312,2569,4,1,A,9,4.527,1,0,Young,984,1026,43,831.8,443.7,928.0,318.3,3.64,143,False,0.025454545454545455
2313,2570,4,1,A,10,1.136,0,0,Young,351,386,36,765.2,316.6,874.1,254.1,2.58,174,False,0.014827586206896552
2314,2571,4,1,A,11,2.8,1,0,Young,609,711,103,877.5,282.2,1337.2,198.5,8.78,312,False,0.02814102564102564
2315,2572,4,1,A,12,8.383,0,0,Young,737,738,2,1358.3,159.3,1358.6,158.4,0.02,9,False,0.0022222222222222222
2316,2573,4,1,A,13,2.901,0,0,Young,806,854,49,1339.1,194.6,789.9,220.0,10.19,415,False,0.024554216867469877
2317,2574,4,1,A,14,7.841,0,0,Young,130,165,36,956.1,343.0,878.4,353.4,1.47,165,False,0.008909090909090908
2318,2575,4,1,A,15,6.514,1,0,Young,341,383,43,875.1,355.7,1005.3,249.3,3.64,295,False,0.012338983050847458
2319,2576,4,1,A,16,8.162,1,0,Young,648,836,189,1032.8,302.0,1719.8,249.2,12.49,286,False,0.043671328671328676
2320,2577,4,2,AdV,1,9.83,0,3,Young,77,89,13,831.7,199.7,805.5,179.9,0.71,69,False,0.010289855072463768
2321,2578,4,2,AdV,2,1.419,1,1,Young,348,371,24,819.7,192.4,899.8,168.6,1.62,120,False,0.013500000000000002
2322,2579,4,2,AdV,3,5.324,0,4,Young,495,551,57,889.0,215.7,1034.0,256.9,2.91,140,False,0.020785714285714286
2323,2580,4,2,AdV,4,1.499,1,2,Young,665,703,39,1025.0,261.7,1316.4,255.1,5.4,285,False,0.018947368421052633
2324,2581,4,2,AdV,5,17.105,0,3,Young,792,832,41,1271.3,207.8,867.0,271.6,7.68,387,False,0.019844961240310075
2325,2582,4,2,AdV,6,8.51,0,2,Young,860,867,8,868.4,284.1,862.3,301.1,0.45,63,False,0.007142857142857143
2326,2583,4,2,AdV,7,10.917,0,2,Young,198,221,24,824.8,239.6,920.0,227.9,1.8,123,False,0.014634146341463415
2327,2584,4,2,AdV,8,0.74,1,2,Young,325,400,76,908.9,241.1,1402.8,259.3,9.13,283,False,0.03226148409893993
2328,2585,4,2,AdV,9,5.57,1,2,Young,578,620,43,1409.1,266.6,924.4,276.6,8.95,409,False,0.021882640586797064
2329,2586,4,2,AdV,10,2.575,0,1,Young,865,871,7,946.6,290.2,957.3,283.8,0.26,44,False,0.005909090909090909
2330,2587,4,2,AdV,11,10.33,0,4,Young,201,231,31,732.1,230.4,883.6,245.6,2.85,176,False,0.01619318181818182
2331,2588,4,2,AdV,12,0.906,1,2,Young,406,460,55,854.8,268.3,1356.1,260.4,9.27,281,False,0.032989323843416365
2332,2589,4,2,AdV,13,8.795,0,2,Young,500,514,15,1346.7,313.9,1295.4,328.3,1.01,91,False,0.011098901098901099
2333,2590,4,2,AdV,14,1.469,1,3,Young,601,675,75,1235.6,322.4,885.0,231.0,6.91,268,False,0.02578358208955224
2334,2591,4,2,AdV,15,11.283,0,3,Young,209,232,24,836.0,278.2,757.4,290.5,1.49,109,False,0.013669724770642202
2335,2592,4,2,AdV,16,3.765,1,4,Young,-27,13,41,904.1,350.9,920.0,618.9,6.67,240,False,0.027791666666666666
2336,2593,4,3,V,1,1.259,1,0,Young,44,57,14,922.6,700.8,879.1,705.4,0.79,89,False,0.008876404494382022
2337,2594,4,3,V,2,2.955,1,0,Young,99,154,56,830.6,611.5,816.9,364.3,6.15,162,False,0.03796296296296296
2338,2595,4,3,V,3,1.116,1,0,Young,305,345,41,830.7,378.9,836.5,288.6,2.3,236,False,0.009745762711864406
2339,2596,4,3,V,4,10.213,1,0,Young,746,759,14,844.3,310.2,872.4,293.1,0.68,64,False,0.010625
2340,2597,4,3,V,5,1.409,0,0,Young,28,40,13,850.3,250.2,812.4,249.8,0.71,70,False,0.010142857142857143
2341,2598,4,3,V,6,3.218,1,0,Young,210,237,28,838.2,240.8,949.9,223.3,2.13,154,False,0.013831168831168831
2342,2599,4,3,V,7,2.966,0,0,Young,437,457,21,906.1,239.8,935.2,293.0,1.47,113,False,0.013008849557522123
2343,2600,4,3,V,8,2.442,1,0,Young,735,750,16,917.3,309.1,962.4,294.6,0.92,81,False,0.011358024691358026
2344,2601,4,3,V,9,11.576,0,0,Young,250,295,46,822.4,394.6,835.2,285.1,2.8,288,False,0.009722222222222222
2345,2602,4,3,V,10,1.335,0,0,Young,557,575,19,832.4,274.6,858.9,232.4,1.19,117,False,0.01017094017094017
2346,2603,4,3,V,11,12.967,0,0,Young,216,241,26,749.4,278.5,825.2,208.0,2.29,179,False,0.012793296089385476
2347,2604,4,3,V,12,2.286,1,0,Young,760,768,9,810.3,241.3,793.1,238.6,0.33,46,False,0.0071739130434782614
2348,2605,4,3,V,13,2.662,0,0,Young,191,229,39,1104.2,262.6,971.8,256.9,2.47,233,False,0.010600858369098713
2349,2606,4,3,V,14,2.184,1,0,Young,107,361,255,821.0,248.2,815.1,299.1,1.31,954,False,0.0013731656184486373
2350,2607,4,3,V,15,4.007,0,0,Young,487,507,21,844.2,275.3,803.6,316.3,1.29,82,False,0.01573170731707317
2351,2608,4,3,V,16,3.131,0,0,Young,717,741,25,824.8,332.3,859.6,275.6,1.59,108,False,0.014722222222222223
2352,2609,4,4,dAV,1,1.425,1,0,Young,-5,1,7,790.4,242.9,773.6,240.1,0.32,46,False,0.006956521739130435
2353,2610,4,4,dAV,2,14.697,1,0,Young,229,265,37,775.0,262.8,842.3,264.6,1.25,142,False,0.008802816901408451
2354,2611,4,4,dAV,3,2.536,1,0,Young,486,517,32,848.7,272.3,873.4,263.7,0.51,87,False,0.0058620689655172415
2355,2612,4,4,dAV,4,8.723,0,0,Young,978,986,9,860.7,252.8,842.9,242.6,0.42,57,False,0.007368421052631579
2356,2613,4,4,dAV,5,6.453,0,0,Young,441,455,15,844.5,298.1,826.5,269.7,0.8,66,False,0.012121212121212121
2357,2614,4,4,dAV,6,15.897,0,0,Young,570,576,7,842.9,272.0,836.7,257.1,0.4,58,False,0.006896551724137932
2358,2615,4,4,dAV,7,1.22,1,0,Young,160,193,34,1052.3,114.9,959.3,204.7,2.9,137,False,0.021167883211678833
2359,2616,4,4,dAV,8,2.875,0,0,Young,55,177,123,1238.0,764.6,780.1,411.6,11.92,134,True,0.08895522388059701
2360,2617,4,4,dAV,9,4.383,1,0,Young,328,368,41,762.0,353.6,826.3,283.1,2.16,236,False,0.009152542372881357
2361,2618,4,4,dAV,10,3.233,1,0,Young,585,608,24,816.9,294.9,756.6,284.8,1.15,91,False,0.012637362637362636
2362,2619,4,4,dAV,11,10.199,0,0,Young,155,175,21,804.8,201.2,843.6,213.5,0.79,51,False,0.015490196078431374
2363,2620,4,4,dAV,12,7.256,0,0,Young,372,383,12,882.0,258.9,913.2,260.0,0.58,57,False,0.010175438596491228
2364,2621,4,4,dAV,13,1.642,1,0,Young,484,495,12,928.8,277.4,894.2,276.4,0.65,58,False,0.011206896551724138
2365,2622,4,4,dAV,14,12.106,0,0,Young,191,220,30,865.3,236.7,914.9,237.4,0.93,117,False,0.007948717948717949
2366,2623,4,4,dAV,15,1.987,1,0,Young,947,960,14,925.3,248.0,895.4,230.3,0.72,68,False,0.010588235294117647
2367,2624,4,4,dAV,16,3.43,1,0,Young,1,25,25,892.3,316.3,802.5,325.9,1.69,122,False,0.013852459016393441
2368,2625,4,5,AV,1,2.118,1,0,Young,271,304,34,812.3,357.5,875.5,363.5,1.18,154,False,0.007662337662337662
2369,2626,4,5,AV,2,3.11,1,0,Young,834,866,33,857.3,379.6,869.0,327.8,1.33,178,False,0.007471910112359551
2370,2627,4,5,AV,3,2.355,1,0,Young,204,227,24,800.6,192.1,883.2,206.8,1.59,125,False,0.01272
2371,2628,4,5,AV,4,2.318,0,0,Young,469,476,8,857.9,223.6,842.7,233.8,0.39,52,False,0.007500000000000001
2372,2629,4,5,AV,5,1.11,1,0,Young,90,108,19,832.4,336.4,879.8,337.8,0.88,56,False,0.015714285714285715
2373,2630,4,5,AV,6,2.242,1,0,Young,345,379,35,905.0,363.9,1036.8,462.5,3.48,194,False,0.017938144329896908
2374,2631,4,5,AV,7,4.566,1,0,Young,648,692,45,1041.8,485.4,839.1,234.4,7.38,401,False,0.018403990024937655
2375,2632,4,5,AV,8,6.384,1,0,Young,172,207,36,835.8,365.7,961.7,316.5,2.65,262,False,0.010114503816793893
2376,2633,4,5,AV,9,2.177,0,0,Young,327,345,19,968.7,317.3,929.8,291.8,0.97,80,False,0.012125
2377,2634,4,5,AV,10,11.165,0,0,Young,633,647,15,938.9,288.8,967.0,268.1,0.75,77,False,0.00974025974025974
2378,2635,4,5,AV,11,1.067,1,0,Young,845,861,17,962.8,275.5,917.2,256.6,0.98,83,False,0.011807228915662651
2379,2636,4,5,AV,12,6.052,1,0,Young,224,243,20,807.6,277.2,881.2,262.1,1.42,136,False,0.010441176470588235
2380,2637,4,5,AV,13,1.614,1,0,Young,947,956,10,876.0,317.4,858.1,336.5,0.59,67,False,0.00880597014925373
2381,2638,4,5,AV,14,2.369,1,0,Young,368,403,36,1187.2,489.1,955.7,331.6,5.83,362,False,0.01610497237569061
2382,2639,4,5,AV,15,4.644,1,0,Young,650,837,188,967.3,332.6,894.6,741.4,10.12,947,False,0.01068637803590285
2383,2640,4,5,AV,16,3.273,1,0,Young,885,897,13,901.8,695.8,898.1,721.7,0.62,80,False,0.00775
2384,2641,4,6,dV,1,8.506,0,1,Young,921,929,9,899.7,679.1,904.6,648.0,0.75,92,False,0.008152173913043478
2385,2642,4,6,dV,2,1.922,0,2,Young,953,1002,50,912.9,591.1,902.8,348.1,6.06,152,False,0.039868421052631574
2386,2643,4,6,dV,3,1.875,1,4,Young,28,107,80,2522.8,913.2,1181.0,429.1,24.17,604,False,0.04001655629139073
2387,2644,4,6,dV,4,3.455,1,2,Young,245,292,48,1203.4,431.1,944.5,371.8,5.01,374,False,0.01339572192513369
2388,2645,4,6,dV,5,7.59,0,4,Young,441,466,26,950.1,357.6,879.3,296.9,2.03,197,False,0.01030456852791878
2389,2646,4,6,dV,6,1.594,1,1,Young,719,886,168,897.0,314.5,925.2,438.2,3.18,1114,False,0.0028545780969479353
2390,2647,4,6,dV,7,0.676,0,4,Young,366,385,20,829.4,323.1,867.6,282.9,1.25,114,False,0.010964912280701754
2391,2648,4,6,dV,8,5.121,1,3,Young,219,242,24,796.4,221.7,904.4,210.2,2.04,175,False,0.011657142857142857
2392,2649,4,6,dV,9,3.816,1,4,Young,195,221,27,869.4,256.6,756.6,258.9,2.1,168,False,0.0125
2393,2650,4,6,dV,10,2.365,0,1,Young,-10,259,270,832.3,231.3,848.9,308.1,1.99,729,False,0.0027297668038408778
2394,2651,4,6,dV,11,1.994,0,1,Young,396,417,22,870.8,307.1,898.1,245.3,1.66,147,False,0.01129251700680272
2395,2652,4,6,dV,12,1.674,1,2,Young,218,251,34,831.5,447.0,809.1,259.1,4.79,355,False,0.013492957746478873
2396,2653,4,6,dV,13,1.728,0,2,Young,733,747,15,863.7,265.9,905.7,260.3,0.8,73,False,0.010958904109589041
2397,2654,4,6,dV,14,12.355,0,1,Young,268,295,28,783.0,266.6,822.0,276.9,0.77,104,False,0.007403846153846154
2398,2655,4,6,dV,15,3.552,1,3,Young,165,222,58,795.2,797.8,836.5,317.5,11.71,619,False,0.01891760904684976
2399,2656,4,6,dV,16,3.413,1,3,Young,883,1076,194,850.8,318.8,891.0,349.1,1.07,808,False,0.0013242574257425743
2400,2657,4,7,dAdV,1,1.824,1,3,Young,76,129,54,840.2,147.3,927.2,431.0,7.42,439,False,0.016902050113895218
2401,2658,4,7,dAdV,2,4.119,1,3,Young,284,331,48,933.7,442.7,973.2,223.7,5.62,443,False,0.012686230248306998
2402,2659,4,7,dAdV,3,8.934,1,4,Young,755,762,8,954.9,233.4,936.3,234.8,0.35,51,False,0.006862745098039216
2403,2660,4,7,dAdV,4,2.425,1,1,Young,249,278,30,814.3,259.8,861.9,279.6,1.02,123,False,0.008292682926829269
2404,2661,4,7,dAdV,5,1.021,1,4,Young,99,130,32,869.3,218.5,808.8,213.6,1.14,142,False,0.008028169014084506
2405,2662,4,7,dAdV,6,3.234,1,4,Young,224,261,38,801.9,220.1,907.2,211.2,1.98,254,False,0.007795275590551181
2406,2663,4,7,dAdV,7,9.714,0,4,Young,575,586,12,910.9,207.9,890.0,220.2,0.5,62,False,0.008064516129032258
2407,2664,4,7,dAdV,8,5.383,0,3,Young,149,212,64,1943.1,1049.3,858.6,588.9,21.06,618,False,0.03407766990291262
2408,2665,4,7,dAdV,9,2.459,0,3,Young,310,346,37,870.2,584.9,824.9,226.1,9.04,597,False,0.015142378559463985
2409,2666,4,7,dAdV,10,0.891,1,1,Young,204,229,26,779.2,266.2,868.1,247.8,1.72,168,False,0.010238095238095237
2410,2667,4,7,dAdV,11,2.646,1,4,Young,882,930,49,856.9,264.6,785.9,753.2,12.06,510,False,0.023647058823529413
2411,2668,4,7,dAdV,12,1.324,0,1,Young,237,258,22,779.9,243.6,837.4,257.4,1.13,98,False,0.011530612244897959
2412,2669,4,7,dAdV,13,4.061,0,2,Young,204,210,7,859.5,301.5,865.5,317.3,0.42,59,False,0.00711864406779661
2413,2670,4,7,dAdV,14,1.596,1,3,Young,275,298,24,868.0,321.6,811.6,287.2,1.37,110,False,0.012454545454545456
2414,2671,4,7,dAdV,15,2.156,1,2,Young,839,851,13,833.2,298.4,799.6,299.2,0.62,63,False,0.009841269841269842
2415,2672,4,7,dAdV,16,3.679,1,3,Young,151,192,42,826.9,262.7,974.8,281.9,2.8,284,False,0.009859154929577464
2416,2673,4,8,dA,1,1.286,0,0,Young,336,355,20,996.8,280.7,951.2,274.1,0.87,90,False,0.009666666666666667
2417,2674,4,8,dA,2,4.137,0,0,Young,620,643,24,971.0,281.9,1009.4,250.6,1.08,126,False,0.008571428571428572
2418,2675,4,8,dA,3,8.896,0,0,Young,822,841,20,995.4,261.9,931.5,267.6,1.2,96,False,0.012499999999999999
2419,2676,4,8,dA,4,0.751,0,0,Young,177,214,38,836.4,228.8,927.3,219.4,1.71,190,False,0.009
2420,2677,4,8,dA,5,1.809,1,0,Young,432,440,9,941.0,233.9,913.1,234.4,0.52,62,False,0.008387096774193548
2421,2678,4,8,dA,6,2.939,0,0,Young,98,144,47,782.4,231.3,1013.0,282.2,4.49,373,False,0.012037533512064344
2422,2679,4,8,dA,7,13.829,0,0,Young,261,299,39,1044.4,298.6,937.4,277.4,2.07,236,False,0.008771186440677965
2423,2680,4,8,dA,8,1.731,0,0,Young,551,581,31,909.4,287.6,947.9,305.5,0.85,139,False,0.006115107913669065
2424,2681,4,8,dA,9,1.371,1,0,Young,167,207,41,1246.0,576.3,904.9,250.1,10.3,623,False,0.016532905296950243
2425,2682,4,8,dA,10,3.899,1,0,Young,603,621,19,897.0,282.5,877.5,241.9,1.1,107,False,0.010280373831775701
2426,2683,4,8,dA,11,0.884,1,0,Young,974,980,7,898.4,263.4,913.6,263.8,0.28,41,False,0.006829268292682928
2427,2684,4,8,dA,12,2.074,1,0,Young,347,384,38,898.3,422.6,845.8,205.9,5.61,328,False,0.017103658536585367
2428,2685,4,8,dA,13,4.026,1,0,Young,585,601,17,849.4,218.6,884.7,238.5,0.83,87,False,0.00954022988505747
2429,2686,4,8,dA,14,1.042,0,0,Young,258,278,21,898.4,272.4,831.7,292.7,1.35,122,False,0.011065573770491804
2430,2687,4,8,dA,15,3.28,0,0,Young,805,811,7,827.6,280.0,816.0,292.0,0.38,57,False,0.006666666666666667
2431,2688,4,8,dA,16,0.982,0,0,Young,222,253,32,1010.0,336.7,820.8,217.9,4.65,299,False,0.015551839464882944
2432,2689,4,9,AdV,17,1.46,1,2,Young,459,474,16,848.2,252.4,898.0,260.2,0.95,85,False,0.011176470588235293
2433,2690,4,9,AdV,18,1.774,1,1,Young,883,920,38,892.6,272.1,995.9,434.0,4.54,280,False,0.016214285714285716
2434,2691,4,9,AdV,19,1.005,1,4,Young,-19,295,315,1757.2,546.7,713.2,331.8,19.34,525,False,0.03683809523809524
2435,2692,4,9,AdV,20,1.562,1,3,Young,334,372,39,734.6,290.1,837.9,302.3,1.94,263,False,0.007376425855513308
2436,2693,4,9,AdV,21,4.468,0,4,Young,-81,4,86,-46.9,714.3,778.3,206.7,18.89,624,False,0.030272435897435897
2437,2694,4,9,AdV,22,7.728,0,3,Young,168,210,43,787.1,216.2,947.7,229.3,3.02,342,False,0.008830409356725147
2438,2695,4,9,AdV,23,1.385,1,2,Young,422,452,31,975.9,230.4,963.3,259.7,0.79,118,False,0.006694915254237288
2439,2696,4,9,AdV,24,14.906,0,2,Young,3,37,35,895.5,262.3,823.8,234.6,1.51,163,False,0.009263803680981595
2440,2697,4,9,AdV,25,1.478,1,3,Young,207,242,36,805.3,241.6,885.4,250.3,1.51,206,False,0.007330097087378641
2441,2698,4,9,AdV,26,0.686,0,1,Young,808,829,22,916.1,252.6,864.1,234.8,1.07,88,False,0.01215909090909091
2442,2699,4,9,AdV,27,8.67,0,4,Young,179,214,36,786.8,223.8,858.0,251.2,1.5,179,False,0.008379888268156424
2443,2700,4,9,AdV,28,7.398,1,2,Young,382,400,19,876.4,271.3,903.4,292.2,0.73,87,False,0.008390804597701149
2444,2701,4,9,AdV,29,4.704,1,4,Young,522,532,11,900.4,293.4,873.5,304.3,0.57,59,False,0.009661016949152541
2445,2702,4,9,AdV,30,3.587,0,4,Young,321,341,21,853.8,255.8,921.2,257.4,1.26,122,False,0.010327868852459017
2446,2703,4,9,AdV,31,2.047,1,3,Young,273,311,39,854.9,371.5,928.7,249.8,3.4,332,False,0.010240963855421687
2447,2704,4,9,AdV,32,1.036,1,4,Young,560,576,17,950.1,256.7,916.5,278.2,0.84,75,False,0.0112
2448,2705,4,10,dAV,17,4.077,0,0,Young,934,973,40,924.2,267.2,1026.6,299.5,2.08,192,False,0.010833333333333334
2449,2706,4,10,dAV,18,6.666,1,0,Young,69,120,52,831.6,655.6,889.0,450.7,5.15,331,False,0.01555891238670695
2450,2707,4,10,dAV,19,5.205,1,0,Young,237,283,47,899.5,444.9,932.2,290.2,3.97,404,False,0.009826732673267327
2451,2708,4,10,dAV,20,9.746,0,0,Young,572,606,35,945.4,287.7,895.1,454.6,4.33,370,False,0.011702702702702702
2452,2709,4,10,dAV,21,3.673,1,0,Young,849,892,44,883.4,466.7,790.1,654.6,4.92,422,False,0.011658767772511848
2453,2710,4,10,dAV,22,0.643,1,0,Young,-12,39,52,1118.1,255.8,1340.5,247.1,4.12,214,False,0.019252336448598133
2454,2711,4,10,dAV,23,1.259,1,0,Young,151,193,43,1359.0,266.4,924.9,271.5,8.03,439,False,0.01829157175398633
2455,2712,4,10,dAV,24,0.6,0,0,Young,443,474,32,942.6,302.7,867.5,268.8,1.65,149,False,0.011073825503355703
2456,2713,4,10,dAV,25,1.796,0,0,Young,834,872,39,860.8,280.8,957.9,258.7,1.9,211,False,0.00900473933649289
2457,2714,4,10,dAV,26,2.716,0,0,Young,976,1029,54,969.8,261.0,850.7,228.0,2.38,202,False,0.011782178217821782
2458,2715,4,10,dAV,27,1.54,1,0,Young,214,253,40,858.2,368.5,996.8,256.7,3.85,230,False,0.01673913043478261
2459,2716,4,10,dAV,28,18.275,0,0,Young,483,721,239,1013.8,305.6,1011.9,573.4,6.71,700,False,0.009585714285714286
2460,2717,4,10,dAV,29,1.071,1,0,Young,874,919,46,1003.1,397.7,1002.6,268.0,3.3,92,False,0.035869565217391305
2461,2718,4,10,dAV,30,2.112,1,0,Young,963,988,26,1003.7,242.3,997.9,328.4,2.21,125,False,0.01768
2462,2719,4,10,dAV,31,1.533,1,0,Young,-51,35,87,902.3,360.1,1701.8,240.7,14.77,389,False,0.037969151670951155
2463,2720,4,10,dAV,32,4.417,1,0,Young,239,303,65,1736.9,249.0,871.0,230.5,15.67,532,False,0.029454887218045112
2464,2721,4,11,A,17,6.156,0,0,Young,560,654,95,858.6,254.5,1100.3,640.2,10.59,403,False,0.02627791563275434
2465,2722,4,11,A,18,2.772,1,0,Young,727,747,21,1126.0,657.8,1132.3,721.1,1.52,87,False,0.017471264367816094
2466,2723,4,11,A,19,1.73,1,0,Young,775,818,44,1132.6,739.9,935.2,658.7,4.04,287,False,0.01407665505226481
2467,2724,4,11,A,20,1.904,1,0,Young,19,34,16,835.1,229.0,792.0,218.8,0.85,74,False,0.011486486486486485
2468,2725,4,11,A,21,1.843,1,0,Young,264,300,37,804.3,223.3,885.9,262.3,1.82,237,False,0.007679324894514768
2469,2726,4,11,A,22,4.696,0,0,Young,369,421,53,892.2,272.5,1142.2,659.7,10.66,455,False,0.02342857142857143
2470,2727,4,11,A,23,8.568,1,0,Young,526,595,70,1140.6,652.0,950.1,220.2,11.32,669,False,0.016920777279521675
2471,2728,4,11,A,24,5.334,0,0,Young,640,677,38,955.8,232.3,861.7,232.1,1.76,263,False,0.0066920152091254756
2472,2729,4,11,A,25,0.768,0,0,Young,966,1024,59,857.8,251.8,1039.1,360.5,4.37,310,False,0.014096774193548387
2473,2730,4,11,A,26,2.69,0,0,Young,199,232,34,798.4,262.9,898.3,265.8,1.86,202,False,0.00920792079207921
2474,2731,4,11,A,27,3.264,0,0,Young,481,619,139,909.6,263.6,1190.4,237.5,5.27,412,False,0.012791262135922328
2475,2732,4,11,A,28,5.018,0,0,Young,838,901,64,1182.5,265.7,1668.2,226.0,8.86,387,False,0.022894056847545217
2476,2733,4,11,A,29,12.525,0,0,Young,106,172,67,1720.6,536.7,797.8,414.0,16.75,480,False,0.034895833333333334
2477,2734,4,11,A,30,3.169,0,0,Young,293,338,46,820.9,414.7,812.8,262.5,3.87,383,False,0.010104438642297651
2478,2735,4,11,A,31,5.786,0,0,Young,519,622,104,821.9,257.5,1141.9,310.4,6.1,457,False,0.013347921225382932
2479,2736,4,11,A,32,1.817,0,0,Young,713,720,8,1150.2,295.5,1150.2,311.4,0.41,53,False,0.007735849056603773
2480,2737,4,12,dV,17,3.419,1,1,Young,253,277,25,890.4,366.0,961.0,309.4,1.95,172,False,0.01133720930232558
2481,2738,4,12,dV,18,1.446,1,2,Young,358,400,43,960.0,341.3,1041.5,452.4,3.19,204,False,0.015637254901960784
2482,2739,4,12,dV,19,3.382,0,1,Young,422,430,9,1021.9,419.2,1010.4,406.1,0.39,66,False,0.005909090909090909
2483,2740,4,12,dV,20,0.547,0,2,Young,896,934,39,1013.8,279.5,940.4,447.7,4.48,292,False,0.015342465753424659
2484,2741,4,12,dV,21,2.32,0,1,Young,272,309,38,819.6,312.2,859.2,248.1,1.8,271,False,0.006642066420664207
2485,2742,4,12,dV,22,1.444,1,2,Young,437,666,230,856.4,265.3,1156.2,525.3,8.57,758,False,0.011306068601583114
2486,2743,4,12,dV,23,9.292,0,4,Young,692,738,47,1160.5,452.7,883.2,170.7,8.83,540,False,0.016351851851851854
2487,2744,4,12,dV,24,1.084,1,2,Young,119,158,40,968.7,166.4,820.4,196.9,2.88,281,False,0.010249110320284697
2488,2745,4,12,dV,25,0.931,1,1,Young,385,440,56,807.7,221.5,988.9,358.0,4.85,332,False,0.014608433734939757
2489,2746,4,12,dV,26,4.339,1,1,Young,468,524,57,989.5,381.5,1140.0,617.3,6.48,448,False,0.014464285714285716
2490,2747,4,12,dV,27,7.294,0,3,Young,597,652,56,1139.3,623.0,1075.2,378.4,6.17,438,False,0.014086757990867579
2491,2748,4,12,dV,28,2.734,0,2,Young,766,812,47,1092.5,360.0,931.9,247.0,4.15,394,False,0.010532994923857869
2492,2749,4,12,dV,29,18.4,1,2,Young,1,10,10,848.1,246.8,826.2,254.4,0.45,52,False,0.008653846153846154
2493,2750,4,12,dV,30,4.622,1,1,Young,219,258,40,826.6,254.8,949.8,271.1,2.33,205,False,0.011365853658536585
2494,2751,4,12,dV,31,5.054,1,4,Young,368,505,138,969.0,275.8,1378.4,200.3,7.82,342,False,0.02286549707602339
2495,2752,4,12,dV,32,1.283,0,3,Young,944,994,51,1373.2,241.9,1014.5,202.5,6.72,408,False,0.016470588235294115
2496,2753,4,13,V,17,2.808,1,0,Young,173,226,54,998.3,579.6,867.3,236.5,8.94,662,False,0.01350453172205438
2497,2754,4,13,V,18,7.142,1,0,Young,453,493,41,877.6,236.9,1238.3,263.8,6.74,332,False,0.020301204819277108
2498,2755,4,13,V,19,15.202,0,0,Young,686,724,39,1236.4,258.1,875.8,240.4,6.72,357,False,0.018823529411764704
2499,2756,4,13,V,20,3.522,0,0,Young,113,182,70,1988.6,618.0,812.7,377.8,21.28,560,False,0.038
2500,2757,4,13,V,21,2.623,1,0,Young,297,343,47,838.2,389.8,847.9,254.3,3.46,406,False,0.008522167487684728
2501,2758,4,13,V,22,7.325,1,0,Young,538,658,121,837.9,265.3,1541.4,191.2,13.03,388,False,0.033582474226804125
2502,2759,4,13,V,23,2.446,0,0,Young,362,416,55,985.9,299.9,1066.0,265.0,1.74,161,False,0.010807453416149068
2503,2760,4,13,V,24,5.6,0,0,Young,692,722,31,1058.5,245.4,881.8,196.6,3.53,243,False,0.014526748971193415
2504,2761,4,13,V,25,1.734,1,0,Young,908,984,77,896.4,198.1,1596.0,229.7,12.83,392,False,0.03272959183673469
