,Unnamed: 0,Participant,Block,Condition,Trial,RT,Correct,Orientation,Agegr,Sacstart,Sacend,Sacduration,Xstart,Ystart,Xend,Yend,Amplitude,Velocity,Larger,Duration
17921,19410,24,17,dV,34,1.582,0,2,Young,898,1161,264,764.0,255.0,735.1,451.0,5.0,692,False,0.0072254335260115606
17922,19411,24,17,dV,35,1.172,0,1,Young,-2,15,18,830.1,240.7,889.6,258.2,1.2,97,False,0.012371134020618556
17923,19412,24,17,dV,36,1.294,1,2,Young,330,356,27,912.5,273.5,761.3,211.8,3.23,212,False,0.015235849056603773
17924,19413,24,17,dV,37,3.161,0,4,Young,459,472,14,762.3,222.9,752.7,250.3,0.73,88,False,0.008295454545454545
17925,19414,24,17,dV,38,1.278,0,3,Young,500,510,11,753.2,248.3,751.5,225.8,0.58,58,False,0.009999999999999998
17926,19415,24,17,dV,39,3.721,1,1,Young,577,847,271,758.4,198.4,1305.3,533.5,13.11,602,False,0.021777408637873752
17927,19416,24,17,dV,40,1.759,1,2,Young,873,940,68,1320.7,490.0,746.2,145.7,13.69,473,False,0.028942917547568708
17928,19417,24,17,dV,41,2.886,0,4,Young,265,288,24,798.1,219.7,900.4,196.4,2.0,145,False,0.013793103448275862
17929,19418,24,17,dV,42,3.227,0,1,Young,430,677,248,901.8,201.4,888.6,259.2,1.51,747,False,0.0020214190093708166
17930,19419,24,17,dV,43,5.87,0,4,Young,850,1121,272,898.6,220.0,897.9,211.9,0.21,1000,False,0.00020999999999999998
17931,19420,24,17,dV,44,1.54,1,1,Young,47,68,22,937.4,243.3,842.7,256.3,1.8,124,False,0.014516129032258065
17932,19421,24,17,dV,45,1.567,1,2,Young,368,586,219,827.5,257.5,785.0,198.8,1.7,972,False,0.0017489711934156379
17933,19422,24,17,dV,46,2.357,1,3,Young,805,1061,257,800.9,140.2,797.0,215.8,1.95,872,False,0.002236238532110092
17934,19423,24,17,dV,47,3.406,0,4,Young,223,258,36,862.0,445.4,809.1,196.5,6.41,350,False,0.018314285714285714
17935,19424,24,17,dV,48,1.682,1,1,Young,398,630,233,829.9,207.1,834.1,233.7,0.69,904,False,0.0007632743362831857
17936,19425,24,18,dA,33,2.397,1,0,Young,953,1020,68,847.0,224.3,889.7,465.6,6.18,184,False,0.03358695652173913
17937,19426,24,18,dA,34,3.167,0,0,Young,391,624,234,903.4,297.7,931.5,285.3,0.61,671,False,0.0009090909090909091
17938,19427,24,18,dA,35,1.27,0,0,Young,689,715,27,947.2,273.7,864.9,177.3,2.92,231,False,0.01264069264069264
17939,19428,24,18,dA,36,2.69,0,0,Young,394,567,174,831.2,280.8,928.8,654.6,9.47,528,False,0.01793560606060606
17940,19429,24,18,dA,37,1.371,0,0,Young,668,736,69,958.9,525.5,861.0,207.2,8.25,245,False,0.0336734693877551
17941,19430,24,18,dA,38,1.337,0,0,Young,885,1117,233,864.9,151.1,839.5,280.7,3.37,612,False,0.005506535947712419
17942,19431,24,18,dA,39,1.283,1,0,Young,388,396,9,813.2,332.1,840.2,331.3,0.5,63,False,0.007936507936507936
17943,19432,24,18,dA,40,1.169,0,0,Young,470,563,94,852.8,337.6,771.4,613.6,7.03,221,False,0.03180995475113122
17944,19433,24,18,dA,41,1.88,1,0,Young,734,756,23,800.1,390.9,809.9,295.9,2.42,149,False,0.016241610738255034
17945,19434,24,18,dA,42,1.345,1,0,Young,385,649,265,846.8,274.4,790.7,395.6,3.25,1063,False,0.0030573847601128882
17946,19435,24,18,dA,43,1.807,1,0,Young,694,728,35,799.6,339.9,788.5,146.2,4.97,261,False,0.01904214559386973
17947,19436,24,18,dA,44,1.319,1,0,Young,237,273,37,805.5,415.0,804.4,234.1,4.6,260,False,0.01769230769230769
17948,19437,24,18,dA,45,2.315,1,0,Young,460,600,141,813.8,252.9,782.7,286.5,1.04,186,False,0.005591397849462366
17949,19438,24,18,dA,46,3.653,0,0,Young,792,1085,294,812.6,219.9,740.0,250.0,1.56,551,False,0.0028312159709618875
17950,19439,24,18,dA,47,1.552,0,0,Young,346,549,204,800.6,239.1,1029.9,598.6,9.95,396,False,0.025126262626262625
17951,19440,24,18,dA,48,2.003,0,0,Young,596,648,53,1039.7,523.4,795.2,253.2,8.17,255,False,0.03203921568627451
17952,19441,24,19,dAV,33,1.177,1,0,Young,872,1131,260,799.5,187.1,819.9,266.8,2.08,728,False,0.002857142857142857
17953,19442,24,19,dAV,34,1.26,0,0,Young,310,332,23,804.5,277.2,888.6,193.3,2.67,199,False,0.013417085427135678
17954,19443,24,19,dAV,35,3.09,1,0,Young,426,634,209,910.8,187.9,889.8,234.8,1.27,589,False,0.002156196943972835
17955,19444,24,19,dAV,36,1.849,0,0,Young,396,604,209,872.7,290.6,820.7,261.3,1.23,539,False,0.002282003710575139
17956,19445,24,19,dAV,37,3.317,1,0,Young,668,677,10,823.1,216.8,827.3,234.2,0.45,52,False,0.008653846153846154
17957,19446,24,19,dAV,38,2.211,1,0,Young,922,1161,240,833.5,224.4,828.7,174.9,1.28,1052,False,0.0012167300380228137
17958,19447,24,19,dAV,39,2.373,0,0,Young,-7,12,20,844.0,419.9,926.5,427.4,1.54,113,False,0.013628318584070797
17959,19448,24,19,dAV,40,1.527,0,0,Young,283,322,40,976.0,424.4,864.2,184.5,6.46,310,False,0.020838709677419354
17960,19449,24,19,dAV,41,1.782,1,0,Young,537,752,216,878.4,191.6,856.9,203.7,0.51,669,False,0.0007623318385650224
17961,19450,24,19,dAV,42,1.466,1,0,Young,968,1229,262,866.8,217.4,881.1,176.4,1.09,855,False,0.0012748538011695908
17962,19451,24,19,dAV,43,1.274,1,0,Young,344,594,251,907.6,290.7,826.0,179.0,3.25,690,False,0.004710144927536232
17963,19452,24,19,dAV,44,1.471,0,0,Young,799,1053,255,828.0,175.0,823.4,169.2,0.17,1015,False,0.00016748768472906405
17964,19453,24,19,dAV,45,3.416,0,0,Young,213,245,33,837.5,333.3,872.1,165.5,4.36,246,False,0.01772357723577236
17965,19454,24,19,dAV,46,1.287,1,0,Young,379,605,227,875.9,186.3,817.8,217.4,1.35,1119,False,0.0012064343163538875
17966,19455,24,19,dAV,47,3.896,0,0,Young,688,707,20,824.2,246.5,818.8,188.9,1.49,113,False,0.013185840707964601
17967,19456,24,19,dAV,48,1.097,1,0,Young,829,1072,244,822.8,183.1,818.0,181.3,0.1,734,False,0.00013623978201634878
17968,19457,24,20,dAdV,33,1.963,0,2,Young,414,655,242,856.9,277.0,870.6,200.9,1.97,953,False,0.002067156348373557
17969,19458,24,20,dAdV,34,5.448,0,2,Young,737,756,20,872.5,226.3,854.2,170.3,1.48,107,False,0.013831775700934579
17970,19459,24,20,dAdV,35,1.169,1,4,Young,860,1096,237,858.2,168.3,778.8,131.0,1.77,973,False,0.0018191161356628982
17971,19460,24,20,dAdV,36,5.524,0,2,Young,271,334,64,913.6,705.5,853.7,310.6,9.81,393,False,0.024961832061068702
17972,19461,24,20,dAdV,37,5.268,1,4,Young,432,455,24,861.4,297.4,843.8,208.2,2.31,192,False,0.01203125
17973,19462,24,20,dAdV,38,1.558,1,3,Young,603,824,222,849.7,220.3,834.3,289.0,1.78,804,False,0.0022139303482587064
17974,19463,24,20,dAdV,39,2.314,0,2,Young,875,880,6,845.1,243.8,844.3,262.2,0.47,62,False,0.007580645161290322
17975,19464,24,20,dAdV,40,1.843,0,4,Young,988,1000,13,851.5,258.7,850.2,235.7,0.59,70,False,0.008428571428571428
17976,19465,24,20,dAdV,41,1.275,1,2,Young,121,152,32,821.8,213.7,925.9,225.8,1.97,124,False,0.01588709677419355
17977,19466,24,20,dAdV,42,1.265,1,4,Young,372,627,256,926.0,240.4,821.2,283.4,2.24,864,False,0.002592592592592593
17978,19467,24,20,dAdV,43,1.142,1,2,Young,697,721,25,828.4,244.5,958.4,200.5,2.68,201,False,0.013333333333333334
17979,19468,24,20,dAdV,44,2.648,0,1,Young,820,1149,330,955.1,214.3,17.3,527.7,18.32,911,False,0.020109769484083426
17980,19469,24,20,dAdV,45,1.298,0,1,Young,403,677,275,786.5,212.1,584.9,489.7,7.92,860,False,0.009209302325581396
17981,19470,24,20,dAdV,46,1.841,0,4,Young,705,714,10,592.3,459.9,583.7,438.6,0.55,64,False,0.00859375
17982,19471,24,20,dAdV,47,1.661,0,3,Young,742,788,47,590.1,419.4,831.4,214.6,6.84,275,False,0.024872727272727272
17983,19472,24,20,dAdV,48,2.347,1,3,Young,859,1159,301,827.5,184.0,636.4,294.5,4.53,945,False,0.0047936507936507935
17984,19473,24,21,AdV,33,2.701,0,4,Young,-10,7,18,817.7,300.1,830.9,336.4,0.96,78,False,0.012307692307692308
17985,19474,24,21,AdV,34,1.764,0,1,Young,238,268,31,849.8,363.4,774.3,224.5,3.82,242,False,0.01578512396694215
17986,19475,24,21,AdV,35,1.871,0,1,Young,372,700,329,787.2,230.3,397.3,368.7,7.94,491,False,0.016171079429735235
17987,19476,24,21,AdV,36,1.819,1,4,Young,782,1021,240,400.2,343.5,-92.9,557.6,9.93,352,False,0.028210227272727272
17988,19477,24,21,AdV,37,2.103,1,3,Young,252,287,36,866.7,434.3,820.0,241.1,4.99,271,False,0.01841328413284133
17989,19478,24,21,AdV,38,1.872,1,1,Young,440,683,244,835.3,255.2,686.4,388.0,4.36,807,False,0.00540272614622057
17990,19479,24,21,AdV,39,1.52,0,2,Young,257,298,42,817.7,319.8,988.7,243.7,3.73,166,False,0.022469879518072288
17991,19480,24,21,AdV,40,1.468,0,2,Young,377,639,263,997.1,268.6,85.7,697.2,19.17,840,False,0.022821428571428572
17992,19481,24,21,AdV,41,1.537,1,1,Young,885,903,19,150.5,598.4,147.8,600.9,0.08,55,False,0.0014545454545454547
17993,19482,24,21,AdV,42,2.454,1,4,Young,315,562,248,806.4,333.6,-71.0,703.9,17.63,866,False,0.02035796766743649
17994,19483,24,21,AdV,43,2.992,0,2,Young,901,968,68,8.8,491.4,873.3,159.0,17.4,428,False,0.04065420560747663
17995,19484,24,21,AdV,44,0.994,1,3,Young,215,248,34,811.7,382.0,836.6,167.3,5.5,332,False,0.016566265060240965
17996,19485,24,21,AdV,45,6.571,0,3,Young,340,633,294,834.7,176.3,-171.7,614.7,20.41,997,False,0.020471414242728185
17997,19486,24,21,AdV,46,2.207,1,2,Young,854,925,72,-142.3,515.2,851.3,192.6,19.04,444,False,0.04288288288288288
17998,19487,24,21,AdV,47,5.169,0,1,Young,401,600,200,838.5,350.0,223.8,682.6,13.63,521,False,0.02616122840690979
17999,19488,24,21,AdV,48,1.338,1,2,Young,681,743,63,242.3,570.7,761.0,246.2,12.3,293,False,0.041979522184300344
18000,19489,24,22,AV,33,3.514,1,0,Young,938,1215,278,753.9,239.7,-168.6,627.0,18.48,952,False,0.019411764705882354
18001,19490,24,22,AV,34,2.998,1,0,Young,127,143,17,846.0,297.7,796.3,307.2,0.95,96,False,0.009895833333333333
18002,19491,24,22,AV,35,2.129,1,0,Young,274,300,27,796.8,306.7,945.1,220.0,3.55,254,False,0.013976377952755905
18003,19492,24,22,AV,36,3.212,1,0,Young,405,625,221,959.5,222.4,326.7,630.3,15.25,551,False,0.027676950998185117
18004,19493,24,22,AV,37,1.667,0,0,Young,963,1024,62,353.1,442.7,955.4,257.6,11.92,309,False,0.038576051779935276
18005,19494,24,22,AV,38,1.397,1,0,Young,465,522,58,877.1,313.9,806.5,559.1,6.28,210,False,0.029904761904761906
18006,19495,24,22,AV,39,1.286,1,0,Young,565,784,220,799.7,552.5,307.0,725.7,9.67,232,False,0.041681034482758623
18007,19496,24,22,AV,40,1.966,1,0,Young,986,1045,60,322.5,670.2,176.8,633.4,2.66,133,False,0.02
18008,19497,24,22,AV,41,2.867,1,0,Young,-10,0,11,854.5,374.9,825.0,382.0,0.58,63,False,0.009206349206349206
18009,19498,24,22,AV,42,2.981,1,0,Young,187,213,27,827.9,378.4,926.1,273.9,3.23,166,False,0.019457831325301204
18010,19499,24,22,AV,43,2.321,1,0,Young,417,654,238,953.0,270.7,-51.0,510.7,18.61,1180,False,0.015771186440677966
18011,19500,24,22,AV,44,1.381,1,0,Young,973,1044,72,7.4,378.5,954.1,184.6,17.51,400,False,0.043775
18012,19501,24,22,AV,45,1.196,1,0,Young,238,273,36,923.7,345.1,831.8,235.0,3.3,179,False,0.018435754189944132
18013,19502,24,22,AV,46,1.287,0,0,Young,374,590,217,846.2,253.3,195.4,495.5,13.16,930,False,0.014150537634408602
18014,19503,24,22,AV,47,2.398,1,0,Young,698,753,56,241.0,402.2,779.8,245.7,10.51,311,False,0.03379421221864952
18015,19504,24,22,AV,48,5.213,0,0,Young,931,1214,284,783.8,235.1,470.5,505.3,8.88,548,False,0.0162043795620438
18016,19505,24,23,A,33,3.086,1,0,Young,195,238,44,947.7,479.8,814.4,237.0,6.63,240,False,0.027625
18017,19506,24,23,A,34,1.92,1,0,Young,444,613,170,832.9,252.0,529.9,555.6,9.4,496,False,0.018951612903225806
18018,19507,24,23,A,35,2.408,0,0,Young,674,693,20,546.6,433.1,564.3,397.4,0.95,89,False,0.010674157303370785
18019,19508,24,23,A,36,1.187,0,0,Young,905,1037,133,549.3,353.1,855.3,267.7,6.04,295,False,0.02047457627118644
18020,19509,24,23,A,37,3.024,0,0,Young,241,284,44,804.3,504.1,832.1,203.2,7.64,392,False,0.019489795918367345
18021,19510,24,23,A,38,1.336,1,0,Young,426,668,243,836.0,214.1,159.1,575.5,15.05,387,False,0.03888888888888889
18022,19511,24,23,A,39,1.214,0,0,Young,943,958,16,181.0,408.6,128.1,397.9,0.95,87,False,0.010919540229885057
18023,19512,24,23,A,40,3.807,1,0,Young,240,272,33,909.3,451.1,860.6,249.7,5.2,300,False,0.017333333333333333
18024,19513,24,23,A,41,3.057,1,0,Young,437,736,300,871.6,256.9,152.8,447.1,13.75,647,False,0.02125193199381762
18025,19514,24,23,A,42,2.026,0,0,Young,280,315,36,868.6,452.3,808.1,222.6,5.94,327,False,0.0181651376146789
18026,19515,24,23,A,43,1.37,1,0,Young,698,712,15,847.8,214.9,893.2,210.8,0.85,85,False,0.01
18027,19516,24,23,A,44,4.84,1,0,Young,78,92,15,794.9,251.3,839.6,250.4,0.83,79,False,0.01050632911392405
18028,19517,24,23,A,45,2.338,0,0,Young,262,279,18,829.7,249.5,835.0,204.2,1.17,96,False,0.012187499999999999
18029,19518,24,23,A,46,1.585,1,0,Young,216,243,28,852.3,285.4,818.9,171.1,3.0,176,False,0.017045454545454544
18030,19519,24,23,A,47,1.305,1,0,Young,940,951,12,847.2,189.4,881.3,193.1,0.64,63,False,0.010158730158730159
18031,19520,24,23,A,48,1.168,1,0,Young,73,86,14,828.3,203.7,784.1,213.8,0.86,78,False,0.011025641025641025
18032,19521,24,24,V,33,1.602,1,0,Young,184,211,28,815.3,374.1,838.0,232.2,3.65,223,False,0.016367713004484304
18033,19522,24,24,V,34,1.567,0,0,Young,-17,154,172,810.8,465.3,786.0,212.3,6.43,500,False,0.01286
18034,19523,24,24,V,35,3.2,1,0,Young,279,299,21,801.1,229.6,877.9,208.1,1.54,126,False,0.012222222222222223
18035,19524,24,24,V,36,1.689,1,0,Young,348,354,7,801.8,238.7,807.7,245.3,0.2,43,False,0.004651162790697674
18036,19525,24,24,V,37,1.356,0,0,Young,819,828,10,800.0,230.2,782.9,244.7,0.49,55,False,0.008909090909090908
18037,19526,24,24,V,38,1.494,1,0,Young,61,106,46,1006.2,507.4,822.0,249.1,7.36,342,False,0.02152046783625731
18038,19527,24,24,V,39,1.467,1,0,Young,303,320,18,837.3,252.5,837.6,210.1,1.09,96,False,0.011354166666666667
18039,19528,24,24,V,40,3.128,0,0,Young,890,899,10,846.5,218.8,878.8,219.5,0.6,68,False,0.008823529411764706
18040,19529,24,24,V,41,2.845,1,0,Young,255,270,16,837.7,246.3,830.5,212.0,0.89,68,False,0.013088235294117647
18041,19530,24,24,V,42,1.366,1,0,Young,551,559,9,843.9,206.9,868.5,216.4,0.52,65,False,0.008
18042,19531,24,24,V,43,3.901,1,0,Young,13,64,52,1012.9,146.3,789.5,179.9,4.26,175,False,0.024342857142857142
18043,19532,24,24,V,44,1.399,0,0,Young,259,281,23,802.2,176.9,857.8,215.6,1.44,104,False,0.013846153846153845
18044,19533,24,24,V,45,1.744,1,0,Young,533,549,17,859.4,219.5,904.3,238.0,0.96,101,False,0.009504950495049505
18045,19534,24,24,V,46,1.239,1,0,Young,247,274,28,856.1,260.7,849.9,168.2,2.38,174,False,0.013678160919540229
18046,19535,24,24,V,47,1.195,1,0,Young,217,226,10,794.6,198.7,819.7,210.9,0.56,65,False,0.008615384615384617
18047,19536,24,24,V,48,3.399,1,0,Young,514,519,6,830.0,221.1,842.3,228.9,0.3,52,False,0.005769230769230769
18048,19537,24,25,dA,49,8.45,0,0,Young,160,185,26,787.3,303.4,890.5,240.8,2.5,173,False,0.014450867052023121
18049,19538,24,25,dA,50,3.496,0,0,Young,207,230,24,897.0,284.1,855.9,201.1,2.27,187,False,0.01213903743315508
18050,19539,24,25,dA,51,1.867,1,0,Young,493,504,12,856.7,201.1,836.0,217.4,0.57,60,False,0.0095
18051,19540,24,25,dA,52,4.639,1,0,Young,788,797,10,845.3,210.9,843.5,227.4,0.43,50,False,0.0086
18052,19541,24,25,dA,53,5.918,1,0,Young,-94,129,224,710.1,273.0,780.9,273.1,1.31,503,False,0.0026043737574552683
18053,19542,24,25,dA,54,1.495,1,0,Young,283,308,26,792.9,287.0,783.0,204.7,2.12,147,False,0.014421768707482994
18054,19543,24,25,dA,55,5.318,1,0,Young,757,768,12,774.4,222.2,818.6,221.7,0.82,82,False,0.01
18055,19544,24,25,dA,56,1.355,1,0,Young,239,268,30,934.6,374.1,949.0,247.4,3.25,225,False,0.014444444444444444
18056,19545,24,25,dA,57,3.038,1,0,Young,804,812,9,956.7,250.2,976.7,248.4,0.38,46,False,0.00826086956521739
18057,19546,24,25,dA,58,1.447,1,0,Young,324,345,22,813.8,318.6,866.9,289.9,1.23,108,False,0.01138888888888889
18058,19547,24,25,dA,59,8.492,0,0,Young,224,253,30,896.9,371.8,861.3,220.3,3.93,278,False,0.014136690647482015
18059,19548,24,25,dA,60,2.805,1,0,Young,455,465,11,854.2,224.4,826.3,218.2,0.54,62,False,0.00870967741935484
18060,19549,24,25,dA,61,6.249,1,0,Young,971,1168,198,824.2,241.3,820.4,269.0,0.71,738,False,0.000962059620596206
18061,19550,24,25,dA,62,1.778,0,0,Young,126,196,71,1483.1,937.0,955.5,385.7,16.03,516,False,0.03106589147286822
18062,19551,24,25,dA,63,1.461,0,0,Young,297,321,25,958.0,356.7,941.2,243.6,2.91,239,False,0.012175732217573223
18063,19552,24,25,dA,64,12.4,1,0,Young,596,608,13,936.9,235.8,910.4,215.7,0.72,79,False,0.009113924050632912
18064,19553,24,26,dAdV,49,3.104,0,2,Young,233,259,27,731.5,319.2,822.3,203.9,3.4,251,False,0.013545816733067729
18065,19554,24,26,dAdV,50,3.867,1,3,Young,681,696,16,842.6,183.4,886.3,196.0,0.88,84,False,0.010476190476190476
18066,19555,24,26,dAdV,51,3.286,1,3,Young,201,239,39,866.6,411.5,869.5,194.0,5.55,318,False,0.017452830188679245
18067,19556,24,26,dAdV,52,3.079,1,2,Young,507,514,8,879.4,194.7,883.6,212.1,0.46,57,False,0.008070175438596491
18068,19557,24,26,dAdV,53,4.647,1,4,Young,241,260,20,829.7,296.6,802.2,251.9,1.25,100,False,0.0125
18069,19558,24,26,dAdV,54,2.3,1,2,Young,839,851,13,804.0,255.0,844.4,248.2,0.77,74,False,0.010405405405405405
18070,19559,24,26,dAdV,55,3.193,1,2,Young,215,234,20,863.0,272.4,908.7,229.0,1.4,98,False,0.014285714285714285
18071,19560,24,26,dAdV,56,8.319,0,1,Young,649,660,12,890.1,220.4,863.3,201.6,0.7,60,False,0.011666666666666665
18072,19561,24,26,dAdV,57,1.552,1,2,Young,203,245,43,847.3,543.7,755.5,284.2,6.74,366,False,0.018415300546448087
18073,19562,24,26,dAdV,58,5.833,0,4,Young,418,437,20,765.2,273.0,736.9,216.3,1.55,118,False,0.013135593220338984
18074,19563,24,26,dAdV,59,3.222,1,3,Young,898,915,18,776.6,203.2,840.8,197.3,1.21,107,False,0.011308411214953271
18075,19564,24,26,dAdV,60,7.858,1,1,Young,222,255,34,830.3,383.4,822.5,224.5,4.06,211,False,0.019241706161137438
18076,19565,24,26,dAdV,61,1.563,1,4,Young,904,910,7,834.4,237.8,851.7,244.0,0.36,52,False,0.006923076923076922
18077,19566,24,26,dAdV,62,2.265,1,1,Young,181,226,46,1148.4,404.2,834.5,262.8,6.84,322,False,0.02124223602484472
18078,19567,24,26,dAdV,63,4.042,1,4,Young,375,397,23,857.9,258.4,825.4,178.7,2.14,174,False,0.012298850574712644
18079,19568,24,26,dAdV,64,4.109,1,1,Young,925,934,10,853.2,177.4,886.2,187.5,0.67,78,False,0.00858974358974359
18080,19569,24,27,dV,49,6.195,0,2,Young,209,238,30,855.5,315.2,780.5,172.0,3.93,272,False,0.014448529411764707
18081,19570,24,27,dV,50,7.993,0,1,Young,782,797,16,801.4,185.1,848.8,190.8,0.9,75,False,0.012
18082,19571,24,27,dV,51,3.648,0,4,Young,152,180,29,835.0,298.5,939.9,221.4,2.78,184,False,0.015108695652173912
18083,19572,24,27,dV,52,2.72,1,4,Young,376,386,11,940.1,221.5,930.2,200.2,0.58,62,False,0.009354838709677418
18084,19573,24,27,dV,53,7.161,0,3,Young,873,882,10,950.2,204.8,987.9,205.8,0.71,80,False,0.008875
18085,19574,24,27,dV,54,1.273,1,1,Young,227,270,44,870.3,650.6,882.3,266.6,9.55,475,False,0.020105263157894737
18086,19575,24,27,dV,55,9.561,0,2,Young,447,461,15,895.5,261.6,886.3,223.0,1.01,93,False,0.010860215053763441
18087,19576,24,27,dV,56,3.522,1,2,Young,22,36,15,830.8,306.7,843.5,291.6,0.45,43,False,0.010465116279069767
18088,19577,24,27,dV,57,1.489,1,4,Young,236,261,26,845.7,287.8,828.0,206.8,2.11,119,False,0.01773109243697479
18089,19578,24,27,dV,58,3.462,1,4,Young,869,877,9,839.8,207.5,864.0,205.6,0.45,60,False,0.007500000000000001
18090,19579,24,27,dV,59,1.835,1,3,Young,238,264,27,838.4,306.6,836.6,194.8,2.87,209,False,0.013732057416267943
18091,19580,24,27,dV,60,1.223,1,1,Young,70,84,15,844.2,243.8,796.7,247.8,0.89,89,False,0.01
18092,19581,24,27,dV,61,3.095,1,4,Young,338,348,11,821.1,247.5,837.1,266.0,0.56,68,False,0.00823529411764706
18093,19582,24,27,dV,62,1.602,1,3,Young,255,304,50,899.9,466.5,769.2,190.2,7.43,344,False,0.021598837209302325
18094,19583,24,27,dV,63,3.295,0,3,Young,586,898,313,781.2,210.8,1327.0,714.7,15.89,768,False,0.020690104166666667
18095,19584,24,27,dV,64,4.889,0,2,Young,220,243,24,842.4,249.8,942.5,245.4,1.87,121,False,0.015454545454545455
18096,19585,24,28,AV,49,3.706,1,0,Young,374,507,134,943.3,258.0,1572.2,492.4,12.85,279,False,0.046057347670250895
18097,19586,24,28,AV,50,2.473,1,0,Young,601,664,64,1556.1,436.5,956.2,269.3,11.72,474,False,0.024725738396624473
18098,19587,24,28,AV,51,6.768,0,0,Young,94,110,17,873.5,246.5,853.1,277.5,0.88,72,False,0.012222222222222223
18099,19588,24,28,AV,52,1.79,1,0,Young,366,563,198,849.9,273.2,407.5,415.1,8.84,344,False,0.02569767441860465
18100,19589,24,28,AV,53,2.69,0,0,Young,672,724,53,419.1,312.4,746.8,205.7,6.59,323,False,0.02040247678018576
18101,19590,24,28,AV,54,1.4,1,0,Young,883,1176,294,767.3,234.1,-150.8,646.4,18.76,875,False,0.02144
18102,19591,24,28,AV,55,6.809,1,0,Young,85,130,46,514.2,554.1,789.3,310.8,7.88,271,False,0.02907749077490775
18103,19592,24,28,AV,56,1.92,0,0,Young,380,595,216,818.7,283.6,125.4,368.8,12.61,1506,False,0.008373173970783533
18104,19593,24,28,AV,57,9.316,1,0,Young,829,886,58,180.4,262.4,832.0,168.3,12.03,370,False,0.03251351351351351
18105,19594,24,28,AV,58,1.249,1,0,Young,242,284,43,988.1,510.3,842.6,345.7,4.93,267,False,0.01846441947565543
18106,19595,24,28,AV,59,1.661,1,0,Young,359,491,133,855.7,355.2,206.3,628.8,13.39,327,False,0.040948012232415905
18107,19596,24,28,AV,60,1.037,1,0,Young,892,946,55,215.1,631.0,686.0,391.2,10.21,359,False,0.028440111420612816
18108,19597,24,28,AV,61,1.929,0,0,Young,197,249,53,1296.1,339.9,833.7,219.5,9.1,391,False,0.023273657289002558
18109,19598,24,28,AV,62,3.088,0,0,Young,409,496,88,849.1,233.1,437.9,483.4,9.8,372,False,0.026344086021505377
18110,19599,24,28,AV,63,0.936,0,0,Young,906,947,42,478.7,420.2,776.4,295.1,6.3,295,False,0.02135593220338983
18111,19600,24,28,AV,64,3.762,0,0,Young,192,224,33,1030.6,381.6,988.5,215.6,4.31,238,False,0.01810924369747899
18112,19601,24,29,dAV,49,1.182,1,0,Young,375,636,262,996.6,231.2,442.4,600.0,13.64,565,False,0.024141592920353984
18113,19602,24,29,dAV,50,12.32,1,0,Young,890,956,67,459.6,466.0,1001.9,232.1,11.55,370,False,0.031216216216216217
18114,19603,24,29,dAV,51,2.331,1,0,Young,185,225,41,1069.3,331.4,880.2,219.2,4.55,238,False,0.019117647058823527
18115,19604,24,29,dAV,52,2.636,1,0,Young,332,590,259,889.4,232.7,493.0,522.0,10.27,609,False,0.016863711001642034
18116,19605,24,29,dAV,53,2.052,1,0,Young,636,679,44,508.7,441.6,866.7,289.9,7.6,305,False,0.024918032786885244
18117,19606,24,29,dAV,54,1.896,1,0,Young,310,614,305,844.0,342.9,429.6,420.9,7.82,404,False,0.019356435643564356
18118,19607,24,29,dAV,55,3.722,1,0,Young,680,823,144,429.0,408.7,822.9,241.3,8.36,265,False,0.031547169811320754
18119,19608,24,29,dAV,56,4.152,1,0,Young,978,988,11,826.9,222.9,807.3,221.5,0.37,68,False,0.005441176470588235
18120,19609,24,29,dAV,57,3.992,1,0,Young,384,588,205,818.8,246.8,481.0,507.1,9.0,506,False,0.017786561264822136
18121,19610,24,29,dAV,58,3.004,0,0,Young,650,696,47,483.0,448.0,860.7,248.4,8.56,355,False,0.02411267605633803
18122,19611,24,29,dAV,59,2.909,1,0,Young,876,1145,270,889.9,244.5,910.5,214.8,0.86,688,False,0.00125
18123,19612,24,29,dAV,60,1.338,1,0,Young,298,331,34,903.2,412.7,910.8,230.7,4.64,276,False,0.01681159420289855
18124,19613,24,29,dAV,61,5.638,0,0,Young,436,734,299,918.2,254.7,467.7,322.9,8.47,821,False,0.010316686967113277
18125,19614,24,29,dAV,62,4.072,0,0,Young,780,837,58,510.8,303.6,924.5,207.1,8.03,359,False,0.02236768802228412
18126,19615,24,29,dAV,63,6.611,0,0,Young,-29,13,43,858.3,275.2,952.3,355.0,2.69,106,False,0.02537735849056604
18127,19616,24,29,dAV,64,2.306,1,0,Young,237,274,38,953.9,349.4,823.3,202.2,4.49,278,False,0.016151079136690647
18128,19617,24,30,V,49,1.998,0,0,Young,360,643,284,828.5,221.7,4.5,399.3,15.28,1090,False,0.01401834862385321
18129,19618,24,30,V,50,4.449,0,0,Young,716,786,71,34.3,347.3,776.4,156.3,14.07,328,False,0.04289634146341464
18130,19619,24,30,V,51,2.628,1,0,Young,955,1208,254,795.6,161.3,794.9,247.4,2.21,636,False,0.0034748427672955974
18131,19620,24,30,V,52,2.755,1,0,Young,357,392,36,918.5,467.7,846.0,325.7,3.83,192,False,0.019947916666666666
18132,19621,24,30,V,53,8.36,0,0,Young,481,729,249,856.7,343.7,542.6,368.4,5.81,639,False,0.009092331768388105
